TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
duelo, duelo, duelo, NOUN, False
entre, entr, entre, ADP, True
os, os, o, DET, True
técnicos, técnico, técnico, NOUN, False
Fito, fito, Fito, PROPN, False
Neves, neve, Neves, PROPN, False
e, e, e, CCONJ, True
Afrânio, afrânio, Afrânio, PROPN, False
Riul, riul, Riul, PROPN, False
terminou, termin, terminar, VERB, False
empatado, empatado, empatar, VERB, False
,, ,, ,, PUNCT, False
apesar, apesar, apesar, ADV, False
da, da, de o, DET, True
vitória, vitória, vitória, NOUN, False
corintiana, corintiana, corintiano, ADJ, False
., ., ., PUNCT, False
No, no, em o, ADP, True
primeiro, primeiro, primeiro, ADJ, True
tempo, tempo, tempo, NOUN, True
,, ,, ,, PUNCT, False
Neves, neve, Neves, PROPN, False
conseguiu, conseguiu, conseguir, VERB, False
parar, parar, parar, VERB, False
o, o, o, DET, True
ataque, ataqu, ataque, NOUN, False
adversário, adversário, adversário, ADJ, False
e, e, e, CCONJ, True
deixou, deixou, deixar, VERB, False
evidente, evident, evidente, ADJ, False
a, a, o, DET, True
fragilidade, fragilidad, fragilidade, NOUN, False
do, do, de o, ADP, True
esquema, esquema, esquema, NOUN, False
de, de, de, ADP, True
marcação, marcação, marcação, NOUN, False
montado, montado, montar, VERB, False
por, por, por, ADP, True
Riul, riul, Riul, PROPN, False
., ., ., PUNCT, False
No, no, em o, ADP, True
segundo, segundo, segundo, NOUN, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
corintiano, corintiano, corintiano, NOUN, False
deu, deu, dar, VERB, False
o, o, o, DET, True
troco, troco, troco, NOUN, False
ao, ao, a o, ADP, True
pôr, pôr, pôr, VERB, False
Marques, marqu, Marques, PROPN, False
e, e, e, CCONJ, True
deslocar, deslocar, deslocar, VERB, False
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
para, para, para, ADP, True
a, a, o, DET, True
lateral, later, lateral, NOUN, False
,, ,, ,, PUNCT, False
rompendo, rompendo, romper, VERB, False
o, o, o, DET, True
equilíbrio, equilíbrio, equilíbrio, NOUN, False
da, da, de o, ADP, True
marcação, marcação, marcação, NOUN, False
por, por, por, ADP, True
zona, zona, zona, NOUN, False
da, da, de o, ADP, True
Portuguesa, portuguesa, Portuguesa, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
No, no, em o, ADP, True
primeiro, primeiro, primeiro, ADJ, True
tempo, tempo, tempo, NOUN, True
,, ,, ,, PUNCT, False
Riul, riul, Riul, PROPN, False
mandou, mandou, mandar, VERB, False
Elias, elia, Elias, PROPN, False
e, e, e, CCONJ, True
Leandro, leandro, Leandro, PROPN, False
Silva, silva, Silva, PROPN, False
subirem, subirem, subir, VERB, False
para, para, para, ADP, True
o, o, o, DET, True
ataque, ataqu, ataque, NOUN, False
e, e, e, CCONJ, True
só, só, só, ADV, True
marcarem, marcarem, marcar, VERB, False
no, no, em o, ADP, True
campo, campo, campo, NOUN, False
do, do, de o, ADP, True
aversário, aversário, aversário, NOUN, False
., ., ., PUNCT, False
Eles, ele, eles, PRON, True
obedeceram, obedeceram, obedecer, VERB, False
e, e, e, CCONJ, True
deixaram, deixaram, deixar, VERB, False
dois, doi, dois, NUM, True
buracos, buraco, buraco, NOUN, False
na, na, em o, ADP, True
defesa, defesa, defesa, NOUN, False
., ., ., PUNCT, False
Fito, fito, Fito, PROPN, False
Neves, neve, Neves, PROPN, False
percebeu, percebeu, perceber, VERB, False
isso, isso, isso, PRON, True
e, e, e, CCONJ, True
,, ,, ,, PUNCT, False
com, com, com, ADP, True
poucos, pouco, pouco, DET, False
ajustes, ajust, ajuste, NOUN, False
,, ,, ,, PUNCT, False
fez, fez, fazer, VERB, True
seu, seu, seu, DET, True
time, time, time, NOUN, False
reinar, reinar, reinar, VERB, False
no, no, em o, ADP, True
primeiro, primeiro, primeiro, ADJ, True
tempo, tempo, tempo, NOUN, True
e, e, e, CCONJ, True
em, em, em, ADP, True
parte, part, parte, NOUN, True
do, do, de o, ADP, True
segundo, segundo, segundo, ADJ, True
., ., ., PUNCT, False
Maurício, maurício, Maurício, PROPN, False
levou, levou, levar, VERB, False
seguida, seguida, seguido, VERB, False
vantagem, vantagem, vantagem, NOUN, False
sobre, sobr, sobre, ADP, True
o, o, o, DET, True
volante, volant, volante, NOUN, False
Moacir, moacir, Moacir, PROPN, False
,, ,, ,, PUNCT, False
e, e, e, CCONJ, True
Dinei, dinei, Dinei, PROPN, False
infernizou, inferniz, infernizar, VERB, False
Gralak, gralak, Gralak, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
,, ,, ,, PUNCT, False
apesar, apesar, apesar, ADV, False
do, do, de o, DET, True
empenho, empenho, empenho, NOUN, False
,, ,, ,, PUNCT, False
pouco, pouco, pouco, ADV, True
rendia, rendia, rendir, VERB, False
no, no, em o, ADP, True
ataque, ataqu, ataque, NOUN, False
., ., ., PUNCT, False
Tupãzinho, tupãzinho, Tupãzinho, PROPN, False
corria, corria, correr, VERB, False
à, à, a o, ADP, True
toa, toa, toa, NOUN, False
,, ,, ,, PUNCT, False
perdido, perdido, perder, VERB, False
entre, entr, entre, ADP, True
Vladimir, vladimir, Vladimir, PROPN, False
e, e, e, CCONJ, True
Jorginho, jorginho, Jorginho, PROPN, False
., ., ., PUNCT, False
Marcelinho, marcelinho, Marcelinho, PROPN, False
se, se, se, PRON, True
movia, movia, moviar, VERB, False
,, ,, ,, PUNCT, False
de, de, de, ADP, True
um, um, um, DET, True
lado, lado, lado, NOUN, True
,, ,, ,, PUNCT, False
para, para, para, ADP, True
o, o, o, DET, True
outro, outro, outro, PRON, False
,, ,, ,, PUNCT, False
procurando, procurando, procurar, VERB, False
,, ,, ,, PUNCT, False
com, com, com, SCONJ, True
quem, quem, quem, PRON, True
trocar, trocar, trocar, VERB, False
passes, pass, passe, NOUN, False
e, e, e, CCONJ, True
fazer, fazer, fazer, VERB, True
a, a, o, DET, True
bola, bola, bola, NOUN, False
correr, correr, correr, VERB, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Apesar, apesar, apesar, ADV, False
do, do, de o, DET, True
gol, gol, gol, NOUN, False
ter, ter, ter, AUX, True
surgido, surgido, surgir, VERB, False
num, num, em um, ADP, True
lance, lanc, lance, NOUN, False
de, de, de, ADP, True
sorte, sort, sorte, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
Corinthians, corinthian, Corinthians, PROPN, False
só, só, só, ADV, True
dominou, domin, dominar, VERB, False
o, o, o, DET, True
jogo, jogo, jogo, NOUN, False
por, por, por, ADP, True
15min, 15min, 15min, NUM, False
e, e, e, CCONJ, True
ainda, ainda, ainda, ADV, True
assim, assim, assim, ADV, True
sem, sem, sem, SCONJ, True
criar, criar, criar, VERB, False
chances, chanc, chance, NOUN, False
em, em, em, ADP, True
jogadas, jogada, jogada, NOUN, False
., ., ., PUNCT, False
Marcando, marcando, marcar, VERB, False
no, no, em o, ADP, True
campo, campo, campo, NOUN, False
do, do, de o, ADP, True
adversário, adversário, adversário, NOUN, False
,, ,, ,, PUNCT, False
perdia, perdia, perder, VERB, False
a, a, o, DET, True
opção, opção, opção, NOUN, False
do, do, de o, ADP, True
contra-ataque, contra-ataqu, contra-ataque, NOUN, False
e, e, e, CCONJ, True
abria, abria, abrir, VERB, False
a, a, o, DET, True
defesa, defesa, defesa, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
A, a, o, DET, True
entrada, entrada, entrada, NOUN, False
de, de, de, ADP, True
Marques, marqu, Marques, PROPN, False
mudou, mudou, mudar, VERB, False
o, o, o, DET, True
panorana, panorana, panorana, NOUN, False
., ., ., PUNCT, False
Com, com, com, ADP, True
ele, ele, ele, PRON, True
na, na, em o, ADP, True
frente, frent, frente, NOUN, False
,, ,, ,, PUNCT, False
Tupãzinho, tupãzinho, Tupãzinho, PROPN, False
recuou, recuou, recuar, VERB, False
para, para, para, ADP, True
a, a, o, DET, True
meia, meia, meia, NOUN, False
,, ,, ,, PUNCT, False
onde, ond, onde, PRON, True
rende, rend, render, VERB, False
mais, mai, mais, ADV, True
., ., ., PUNCT, False
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
rcuou, rcuou, rcuar, VERB, False
mais, mai, mais, ADV, True
