TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
ponta, ponta, ponta, NOUN, False
Rivaldo, rivaldo, Rivaldo, PROPN, False
não, não, não, ADV, True
interessa, interessa, interessar, VERB, False
mais, mai, mais, ADV, True
ao, ao, a o, ADP, True
Corinthians, corinthian, Corinthians, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
diretor, diretor, diretor, NOUN, False
de, de, de, ADP, True
futebol, futebol, futebol, NOUN, False
Carlos, carlo, Carlos, PROPN, False
Nujud, nujud, Nujud, PROPN, False
teve, teve, ter, VERB, True
uma, uma, um, DET, True
reunião, reunião, reunião, NOUN, False
com, com, com, ADP, True
o, o, o, DET, True
presidente, president, presidente, NOUN, False
do, do, de o, ADP, True
Mogi, mogi, Mogi, PROPN, False
Mirim, mirim, Mirim, PROPN, False
,, ,, ,, PUNCT, False
Wilson, wilson, Wilson, PROPN, False
de, de, de, ADP, True
Barros, barro, Barros, PROPN, False
,, ,, ,, PUNCT, False
e, e, e, CCONJ, True
deu, deu, dar, VERB, False
como, como, como, ADP, True
finalizada, finalizada, finalizado, VERB, False
a, a, o, DET, True
negociação, negociação, negociação, NOUN, False
., ., ., PUNCT, False
", ", ", NUM, False
Eles, ele, eles, PRON, True
não, não, não, ADV, True
abaixaram, abaixaram, abaixar, VERB, False
a, a, o, DET, True
pedida, pedida, pedida, NOUN, False
:, :, :, PUNCT, False
US$, us$, US$, SYM, False
4,5, 4,5, 4,5, NUM, False
milhões, milhõ, milhão, NUM, False
", ", ", NUM, False
,, ,, ,, PUNCT, False
explicou, explic, explicar, VERB, False
o, o, o, DET, True
dirigente, dirigent, dirigente, NOUN, False
corintiano, corintiano, corintiano, ADJ, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Quanto, quanto, quanto, ADV, True
ao, ao, a o, DET, True
meia, meia, meia, NOUN, False
Dener, dener, Dener, PROPN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
diretoria, diretoria, diretoria, NOUN, False
deve, deve, dever, VERB, True
apresentar, apresentar, apresentar, VERB, False
a, a, o, DET, True
sua, sua, seu, DET, True
contratação, contratação, contratação, NOUN, False
hoje, hoje, hoje, ADV, False
., ., ., PUNCT, False
O, o, o, DET, True
Conselho, conselho, Conselho, PROPN, True
de, de, de, ADP, True
Orientação, orientação, Orientação, PROPN, False
e, e, e, CCONJ, True
Fiscalização, fiscalização, Fiscalização, PROPN, False
da, da, de o, ADP, True
Portuguesa, portuguesa, Portuguesa, PROPN, False
deveria, deveria, dever, VERB, False
fixar, fixar, fixar, VERB, False
o, o, o, DET, True
preço, preço, preço, NOUN, False
do, do, de o, ADP, True
passe, pass, passe, NOUN, False
do, do, de o, ADP, True
jogador, jogador, jogador, NOUN, False
até, até, até, ADP, True
ontem, ontem, ontem, ADV, True
à, à, a o, ADP, True
noite, noit, noite, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
clube, clube, clube, NOUN, False
ofereceu, ofereceu, oferecer, VERB, False
US$, us$, US$, SYM, False
2, 2, 2, NUM, False
milhões, milhõ, milhão, NUM, False
,, ,, ,, PUNCT, False
mais, mai, mais, ADV, True
os, os, o, DET, True
passes, pass, passe, NOUN, False
de, de, de, ADP, True
dois, doi, dois, NUM, True
jogadores, jogador, jogador, NOUN, False
–, –, –, ADJ, False
entre, entr, entre, ADP, True
uma, uma, um, DET, True
lista, lista, lista, NOUN, False
apresentada, apresentada, apresentar, VERB, False
., ., ., PUNCT, False
O, o, o, DET, True
Corinthians, corinthian, Corinthians, PROPN, False
iniciou, inici, iniciar, VERB, False
ontem, ontem, ontem, ADV, True
a, a, o, DET, True
pré-temporada, pré-temporada, pré-temporada, NOUN, False
em, em, em, ADP, True
Itamonte, itamont, Itamonte, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
time, time, time, NOUN, False
fica, fica, ficar, VERB, False
concentrado, concentrado, concentrar, VERB, False
até, até, até, ADP, True
terça, terça, terça, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
