TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
pode, pode, poder, VERB, True
ter, ter, ter, VERB, True
um, um, um, DET, True
desfalque, desfalqu, desfalque, NOUN, False
declarado, declarado, declarar, VERB, False
para, para, para, ADP, True
o, o, o, DET, True
jogo, jogo, jogo, NOUN, False
contra, contra, contra, ADP, True
Santo, santo, Santo, PROPN, False
André, andré, André, PROPN, False
,, ,, ,, PUNCT, False
domingo, domingo, domingo, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
zagueiro, zagueiro, zagueiro, NOUN, False
Júnior, júnior, Júnior, PROPN, False
Baiano, baiano, Baiano, PROPN, False
sentiu, sentiu, sentir, VERB, False
o, o, o, DET, True
esforço, esforço, esforço, NOUN, False
no, no, em o, ADP, True
treino, treino, treino, NOUN, False
de, de, de, ADP, True
ontem, ontem, ontem, ADV, True
e, e, e, CCONJ, True
acredita, acredita, acreditar, VERB, False
não, não, não, ADV, True
ter, ter, ter, VERB, True
condições, condiçõ, condição, NOUN, False
ideais, ideai, ideal, ADJ, False
., ., ., PUNCT, False
", ", ", NUM, False
Preciso, preciso, preciso, NOUN, False
de, de, de, ADP, True
mais, mai, mais, ADV, True
uma, uma, uma, NUM, True
semana, semana, semana, NOUN, False
", ", ", PUNCT, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
ele, ele, ele, PRON, True
,, ,, ,, PUNCT, False
abatido, abatido, abater, VERB, False
com, com, com, ADP, True
o, o, o, DET, True
aborto, aborto, aborto, NOUN, False
sofrido, sofrido, sofrer, VERB, False
por, por, por, ADP, True
sua, sua, seu, DET, True
mulher, mulher, mulher, NOUN, False
,, ,, ,, PUNCT, False
Patrícia, patrícia, Patrícia, PROPN, False
,, ,, ,, PUNCT, False
grávida, grávida, grávida, VERB, False
de, de, de, ADP, True
dois, doi, dois, NUM, True
meses, mese, mês, NOUN, True
., ., ., PUNCT, False
", ", ", NUM, False
Não, não, não, ADV, True
descobri, descobri, descobrir, VERB, False
a, a, o, DET, True
causa, causa, causa, NOUN, False
., ., ., PUNCT, False
Talvez, talvez, talvez, ADV, True
uma, uma, um, DET, True
injeção, injeção, injeção, NOUN, False
para, para, para, ADP, True
dor, dor, dor, NOUN, False
nas, na, em o, ADP, True
costas, costa, costa, NOUN, False
., ., ., PUNCT, False
", ", ", NUM, False

, 
, 
, SPACE, False
Júnior, júnior, Júnior, PROPN, False
Baiano, baiano, Baiano, PROPN, False
não, não, não, ADV, True
conseguiu, conseguiu, conseguir, VERB, False
completar, completar, completar, VERB, False
as, as, o, DET, True
dezesseis, dezessei, dezessel, ADJ, False
voltas, volta, volta, NOUN, False
,, ,, ,, PUNCT, False
no, no, em o, ADP, True
treino, treino, treino, NOUN, False
de, de, de, ADP, True
ontem, ontem, ontem, ADV, True
., ., ., PUNCT, False
A, a, o, DET, True
situação, situação, situação, NOUN, False
obrigou, obrig, obrigar, VERB, False
o, o, o, DET, True
técnico, técnico, técnico, NOUN, False
Murici, murici, Murici, PROPN, False
a, a, a, SCONJ, True
tentar, tentar, tentar, VERB, True
um, um, um, DET, True
contato, contato, contato, NOUN, False
com, com, com, ADP, True
