TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Partidas, ﻿partida, ﻿Partir, VERB, False
rápidas, rápida, rápir, VERB, False
marcaram, marcaram, marcar, VERB, False
as, as, o, DET, True
quartas-de-final, quartas-de-fin, quarta-de-final, NOUN, False
masculinas, masculina, masculino, ADJ, False
do, do, de o, ADP, True
Aberto, aberto, Aberto, PROPN, False
de, de, de, ADP, True
Tênis, têni, Tênis, PROPN, False
da, da, de o, ADP, True
Austrália, austrália, Austrália, PROPN, False
., ., ., PUNCT, False
Só, só, só, ADV, True
Pete, pete, Pete, PROPN, False
Sampras, sampra, Sampras, PROPN, False
e, e, e, CCONJ, True
Magnus, magnu, Magnus, PROPN, False
Gustafsson, gustafsson, Gustafsson, PROPN, False
ficaram, ficaram, ficar, VERB, False
mais, mai, mais, ADV, True
de, de, de, ADP, True
duas, dua, dois, NUM, True
horas, hora, hora, NOUN, False
sob, sob, sob, ADP, True
o, o, o, DET, True
sol, sol, sol, NOUN, False
forte, fort, forte, ADJ, False
., ., ., PUNCT, False
Principal, princip, principal, ADJ, False
favorito, favorito, favorito, NOUN, False
ao, ao, a o, ADP, True
título, título, título, NOUN, False
,, ,, ,, PUNCT, False
Sampras, sampra, Sampras, PROPN, False
venceu, venceu, vencer, VERB, False
o, o, o, DET, True
sueco, sueco, sueco, NOUN, False
por, por, por, ADP, True
7/6, 7/6, 7/6, NUM, False
(, (, (, PUNCT, False
7/4, 7/4, 7/4, NUM, False
), ), ), PUNCT, False
,, ,, ,, PUNCT, False
2/6, 2/6, 2/6, NUM, False
,, ,, ,, PUNCT, False
6/3, 6/3, 6/3, NUM, False
e, e, e, CCONJ, True
7/6, 7/6, 7/6, NUM, False
(, (, (, PUNCT, False
7/4, 7/4, 7/4, NUM, False
), ), ), PUNCT, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Amanhã, amanhã, Amanhã, PROPN, False
Sampras, sampra, Sampras, PROPN, False
faz, faz, fazer, VERB, True
uma, uma, uma, NUM, True
das, da, de o, ADP, True
semifinais, semifinai, semifinal, NOUN, False
contra, contra, contra, ADP, True
Jim, jim, Jim, PROPN, False
Courier, courier, Courier, PROPN, False
,, ,, ,, PUNCT, False
naquela, naquela, em aquele, PRON, True
que, que, que, PRON, True
pode, pode, poder, VERB, True
ser, ser, ser, AUX, True
a, a, o, DET, True
final, final, final, NOUN, True
antecipada, antecipada, antecipar, VERB, False
do, do, de o, ADP, True
torneio, torneio, torneio, NOUN, False
., ., ., PUNCT, False
Bicampeão, bicampeão, Bicampeão, PROPN, False
em, em, em, ADP, True
Melbourne, melbourn, Melbourne, PROPN, False
