TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿"Ninguém, ﻿"ninguém, ﻿"Ninguém, PRON, False
falava, falava, falar, VERB, False
de, de, de, ADP, True
nós, nó, nós, PRON, True
,, ,, ,, PUNCT, False
fomos, fomo, ser, AUX, True
desprezados, desprezado, desprezar, VERB, False
., ., ., PUNCT, False
E, e, e, CCONJ, True
agora, agora, agora, ADV, True
,, ,, ,, PUNCT, False
mostramos, mostramo, mostrar, VERB, False
que, que, que, SCONJ, True
somos, somo, ser, AUX, True
os, os, o, DET, True
melhores, melhor, bom, NOUN, False
!, !, !, PUNCT, False
", ", ", NUM, False
,, ,, ,, PUNCT, False
berrava, berrava, berrar, VERB, False
o, o, o, DET, True
goleiro, goleiro, goleiro, NOUN, False
Pitarelli, pitarelli, Pitarelli, PROPN, False
,, ,, ,, PUNCT, False
após, apó, após, SCONJ, True
defender, defend, defender, VERB, False
as, as, o, DET, True
três, trê, três, NUM, True
cobranças, cobrança, cobrança, NOUN, False
do, do, de o, ADP, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
A, a, o, DET, True
conquista, conquista, conquista, NOUN, False
do, do, de o, ADP, True
Guarani, guarani, Guarani, PROPN, False
foi, foi, ser, AUX, True
marcada, marcada, marcar, VERB, False
pela, pela, por o, ADP, True
dor, dor, dor, NOUN, False
., ., ., PUNCT, False
Além, além, além, ADV, True
de, de, de, ADP, True
Luís, luí, Luís, PROPN, False
Carlos, carlo, Carlos, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
abriu, abriu, abrir, VERB, False
a, a, o, DET, True
cabeça, cabeça, cabeça, NOUN, False
numa, numa, em um, ADP, True
disputa, disputa, disputa, NOUN, False
com, com, com, ADP, True
o, o, o, DET, True
zagueiro, zagueiro, zagueiro, NOUN, False
Nem, nem, Nem, ADV, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
centroavante, centroavant, centroavante, NOUN, False
Luizão, luizão, Luizão, PROPN, False
se, se, se, PRON, True
arrastou, arrast, arrastar, VERB, False
em, em, em, ADP, True
campo, campo, campo, NOUN, False
enquanto, enquanto, enquanto, ADV, True
pôde, pôde, pôde, VERB, True
no, no, em o, ADP, True
segundo, segundo, segundo, ADJ, True
tempo, tempo, tempo, NOUN, True
para, para, para, SCONJ, True
não, não, não, ADV, True
deixar, deixar, deixar, VERB, False
seu, seu, seu, DET, True
time, time, time, NOUN, False
mais, mai, mais, ADV, True
desfalcado, desfalcado, desfalcar, VERB, False
–, –, –, PUNCT, False
Mauricinho, mauricinho, Mauricinho, PROPN, False
havia, havia, haver, AUX, False
sido, sido, ser, AUX, False
expulso, expulso, expulso, ADJ, False
aos, ao, a o, ADP, True
41min, 41min, 41min, NUM, False
do, do, de o, ADP, True
