TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿A, ﻿a, ﻿A, PUNCT, False
Grã-Bretanha, grã-bretanha, Grã-Bretanha, PROPN, False
vive, vive, viver, VERB, False
o, o, o, DET, True
drama, drama, drama, NOUN, False
de, de, de, SCONJ, True
não, não, não, ADV, True
ter, ter, ter, VERB, True
para, para, para, SCONJ, True
quem, quem, quem, PRON, True
torcer, torcer, torcer, VERB, False
no, no, em o, ADP, True
próximo, próximo, próximo, ADJ, True
Mundial, mundial, Mundial, PROPN, False
de, de, de, ADP, True
Fórmula, fórmula, Fórmula, PROPN, False
1, 1, 1, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
ar, ar, ar, NOUN, False
", ", ", PUNCT, False
cool, cool, cool, ADJ, False
", ", ", NUM, False
e, e, e, CCONJ, True
distante, distant, distante, ADJ, False
de, de, de, ADP, True
Damon, damon, Damon, PROPN, False
Hill, hill, Hill, PROPN, False
não, não, não, ADV, True
consegue, consegu, conseguir, VERB, False
empolgar, empolgar, empolgar, VERB, False
uma, uma, um, DET, True
torcida, torcida, torcida, NOUN, False
que, que, que, PRON, True
,, ,, ,, PUNCT, False
em, em, em, ADP, True
92, 92, 92, NUM, False
,, ,, ,, PUNCT, False
proporcionou, proporcion, proporcionar, VERB, False
uma, uma, um, NUM, True
das, da, de o, ADP, True
mais, mai, mais, ADV, True
impressionantes, impressionant, impressionante, ADJ, False
invasões, invasõ, invasão, NOUN, False
de, de, de, ADP, True
pista, pista, pista, NOUN, False
para, para, para, SCONJ, True
comemorar, comemorar, comemorar, VERB, False
uma, uma, um, DET, True
vitória, vitória, vitória, NOUN, False
–, –, –, PROPN, False
de, de, de, ADP, True
Mansell, mansel, Mansell, PROPN, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
Silverstone, silverston, Silverstone, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Hill, hill, Hill, PROPN, False
carrega, carrega, carregar, VERB, False
o, o, o, DET, True
estigma, estigma, estigma, NOUN, False
de, de, de, ADP, True
vencedor, vencedor, vencedor, NOUN, False
de, de, de, ADP, True
ocasião, ocasião, ocasião, NOUN, False
., ., ., PUNCT, False
Mesmo, mesmo, mesmo, ADV, True
na, na, em o, ADP, True
Inglaterra, inglaterra, Inglaterra, PROPN, False
se, se, se, PRON, True
admite, admit, admitir, VERB, False
que, que, que, SCONJ, True
ele, ele, ele, PRON, True
só, só, só, ADV, True
ganhou, ganhou, ganhar, VERB, False
três, trê, três, NUM, True
corridas, corrida, corrida, NOUN, False
em, em, em, ADP, True
93, 93, 93, NUM, False
porque, porqu, porque, SCONJ, True
tinha, tinha, ter, VERB, False
nas, na, em o, ADP, True
mãos, mão, mão, NOUN, False
um, um, um, DET, True
carro, carro, carro, NOUN, False
muito, muito, muito, ADV, True
melhor, melhor, bom, ADJ, False
do, do, de o, ADP, True
que, que, que, PRON, True
os, os, o, DET, True
outros, outro, outro, PRON, True
., ., ., PUNCT, False
Seus, seu, seu, DET, True
festejos, festejo, festejo, NOUN, False
de, de, de, ADP, True
pódio, pódio, pódio, NOUN, False
foram, foram, ser, AUX, True
todos, todo, todo, PRON, True
sem, sem, sem, ADP, True
graça, graça, graça, NOUN, False
., ., ., PUNCT, False
Nem, nem, nem, CCONJ, True
nas, na, em o, ADP, True
tragédias, tragédia, tragédia, NOUN, False
Damon, damon, Damon, PROPN, False
consegue, consegu, conseguir, VERB, False
fazer, fazer, fazer, VERB, True
alguém, alguém, alguém, PRON, False
sentir, sentir, sentir, VERB, False
pena, pena, pena, NOUN, False
., ., ., PUNCT, False
Ele, ele, ele, PRON, True
perdeu, perdeu, perder, VERB, False
dois, doi, dois, NUM, True
GPs, gp, GPs, PROPN, False
este, est, este, DET, True
ano, ano, ano, NOUN, False
,, ,, ,, PUNCT, False
na, na, em o, ADP, True
Inglaterra, inglaterra, Inglaterra, PROPN, False
e, e, e, CCONJ, True
na, na, em o, ADP, True
Alemanha, alemanha, Alemanha, PROPN, False
,, ,, ,, PUNCT, False
depois, depoi, depois, ADV, True
de, de, de, ADP, True
liderar, liderar, liderar, VERB, False
o, o, o, DET, True
tempo, tempo, tempo, NOUN, True
todo, todo, todo, DET, True
., ., ., PUNCT, False
Em, em, em, ADP, True
Silverstone, silverston, Silverstone, PROPN, False
estourou, estour, estourar, VERB, False
o, o, o, DET, True
motor, motor, motor, NOUN, False
no, no, em o, ADP, True
fim, fim, fim, NOUN, True
;, ;, ;, PUNCT, False
em, em, em, ADP, True
Hockenheim, hockenheim, Hockenheim, PROPN, False
foi, foi, ser, AUX, True
um, um, um, DET, True
pneu, pneu, pneu, NOUN, False
que, que, que, PRON, True
furou, furou, furar, VERB, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Um, um, um, DET, True
piloto, piloto, piloto, NOUN, False
", ", ", PUNCT, False
normal, normal, normal, ADJ, False
", ", ", NOUN, False
colocaria, colocaria, colocar, VERB, False
fogo, fogo, fogo, NOUN, False
nos, no, em o, ADP, True
boxes, box, boxe, NOUN, False
., ., ., PUNCT, False
Hill, hill, Hill, PROPN, False
se, se, se, PRON, True
conformou, conform, conformar, VERB, False
e, e, e, CCONJ, True
ainda, ainda, ainda, ADV, True
evitou, evit, evitar, VERB, False
atribuir, atribuir, atribuir, VERB, False
as, as, o, DET, True
derrotas, derrota, derrota, NOUN, False
ao, ao, a o, SCONJ, True
azar, azar, azar, VERB, False
., ., ., PUNCT, False
", ", ", NUM, False
São, são, ser, AUX, True
coisas, coisa, coisa, NOUN, False
que, que, que, PRON, True
acontecem, acontecem, acontecer, VERB, False
em, em, em, ADP, True
corridas, corrida, corrida, NOUN, False
", ", ", NUM, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
., ., ., PUNCT, False
Nada, nada, nada, PRON, True
