TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Flores, ﻿flore, ﻿Flor, NOUN, False
,, ,, ,, PUNCT, False
bolo, bolo, bolo, NOUN, False
e, e, e, CCONJ, True
uma, uma, um, DET, True
toalha, toalha, toalha, NOUN, False
., ., ., PUNCT, False
Com, com, com, ADP, True
estes, est, este, DET, True
presentes, present, presente, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
atacante, atacant, atacante, NOUN, False
Hilma, hilma, Hilma, PROPN, False
festejou, festej, festejar, VERB, False
anteontem, anteontem, anteontem, ADV, False
em, em, em, ADP, True
Bremen, bremen, Bremen, PROPN, False
seu, seu, seu, DET, True
22.º, 22.º, 22.º, NOUN, False
aniversário, aniversário, aniversário, NOUN, False
., ., ., PUNCT, False
A, a, o, DET, True
festa, festa, festa, NOUN, False
começou, começ, começar, VERB, False
na, na, em o, ADP, True
quadra, quadra, quadra, NOUN, False
,, ,, ,, PUNCT, False
com, com, com, ADP, True
a, a, o, DET, True
vitória, vitória, vitória, NOUN, False
sobre, sobr, sobre, ADP, True
a, a, o, DET, True
Ucrânia, ucrânia, Ucrânia, PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
Foi, foi, ser, AUX, True
demais, demai, demais, ADV, True
., ., ., PUNCT, False
O, o, o, DET, True
público, público, público, NOUN, False
aplaudiu, aplaudiu, aplaudir, VERB, False
e, e, e, CCONJ, True
cantou, cantou, cantar, VERB, False
parabéns, parabén, parabéns, NOUN, False
naquela, naquela, em aquele, ADP, True
língua, língua, língua, NOUN, False
danada, danada, danar, VERB, False
", ", ", NOUN, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
a, a, o, DET, True
jogadora, jogadora, jogadora, NOUN, False
., ., ., PUNCT, False
Na, na, em o, ADP, True
véspera, véspera, véspera, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
namorado, namorado, namorado, NOUN, False
Jurandir, jurandir, Jurandir, PROPN, False
já, já, já, ADV, True
havia, havia, haver, AUX, False
lhe, lhe, ele, PRON, True
telefonado, telefonado, telefonar, VERB, False
., ., ., PUNCT, False
Depois, depoi, depois, ADV, True
,, ,, ,, PUNCT, False
foi, foi, ser, AUX, True
a, a, o, DET, True
vez, vez, vez, NOUN, True
dos, do, de o, ADP, True
familiares, familiar, familiar, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Eleita, eleita, Eleita, VERB, False
a, a, o, DET, True
melhor, melhor, bom, ADJ, False
jogadora, jogadora, jogadora, NOUN, False
da, da, de o, ADP, True
partida, partida, partida, NOUN, False
contra, contra, contra, ADP, True
as, as, o, DET, True
ucranianas, ucraniana, ucraniana, NOUN, False
,, ,, ,, PUNCT, False
Hilma, hilma, Hilma, PROPN, False
voltou, voltou, voltar, VERB, False
para, para, para, ADP, True
o, o, o, DET, True
hotel, hotel, hotel, NOUN, False
e, e, e, CCONJ, True
,, ,, ,, PUNCT, False
depois, depoi, depois, ADV, True
de, de, de, ADP, True
jantar, jantar, jantar, VERB, False
,, ,, ,, PUNCT, False
foi, foi, ser, AUX, True
direto, direto, direto, ADJ, False
para, para, para, ADP, True
o, o, o, DET, True
quarto, quarto, quarto, NOUN, True
,, ,, ,, PUNCT, False
onde, ond, onde, PRON, True
assistiu, assistiu, assistir, VERB, False
a, a, o, DET, True
programação, programação, programação, NOUN, False
da, da, de o, ADP, True
MTV, mtv, MTV, PROPN, False
alemã, alemã, alemã, ADJ, False
., ., ., PUNCT, False
Mas, ma, mas, CCONJ, True
,, ,, ,, PUNCT, False
antes, ant, antes, ADV, True
de, de, de, ADP, True
dormir, dormir, dormir, VERB, False
,, ,, ,, PUNCT, False
ligou, ligou, ligar, VERB, False
o, o, o, DET, True
walkman, walkman, walkman, NOUN, False
para, para, para, SCONJ, True
ouvir, ouvir, ouvir, VERB, False
Jorge, jorg, Jorge, PROPN, False
Ben, ben, Ben, PROPN, False
Jor, jor, Jor, PROPN, False
., ., ., PUNCT, False
(, (, (, PUNCT, False
Sérgio, sérgio, Sérgio, PROPN, False
Kraselis, krase, Kraselis, PROPN, False
), ), ), PUNCT, False

, 
, 
, SPACE, False
