TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
relator, relat, relator, NOUN, False
do, do, de o, ADP, True
inquérito, inquérito, inquérito, NOUN, False
do, do, de o, ADP, True
Tribunal, tribun, Tribunal, PROPN, False
de, de, de, ADP, True
Justiça, justiça, Justiça, PROPN, False
Desportiva, desportiva, Desportiva, PROPN, False
que, que, que, SCONJ, True
apura, apura, apurar, VERB, False
manipulação, manipulação, manipulação, NOUN, False
de, de, de, ADP, True
resultados, resultado, resultado, NOUN, False
,, ,, ,, PUNCT, False
João, joão, João, PROPN, False
Galindo, galindo, Galindo, PROPN, False
,, ,, ,, PUNCT, False
confirmou, confirm, confirmar, VERB, False
que, que, que, SCONJ, True
vai, vai, ir, AUX, True
propor, propor, propor, VERB, False
suspensão, suspensão, suspensão, NOUN, False
de, de, de, ADP, True
seis, sei, seis, NUM, True
meses, mese, mês, NOUN, True
a, a, a, ADP, True
um, um, um, NUM, True
ano, ano, ano, NOUN, False
para, para, para, ADP, True
o, o, o, DET, True
ex-diretor, ex-diretor, ex-diretor, NOUN, False
da, da, de o, ADP, True
Comissão, comissão, Comissão, PROPN, False
de, de, de, ADP, True
Arbitragem, arbitragem, Arbitragem, PROPN, False
Wagner, wagner, Wagner, PROPN, False
Canazaro, canazaro, Canazaro, PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
Está, está, estar, AUX, True
claro, claro, claro, ADJ, False
que, que, que, SCONJ, True
ele, ele, ele, PRON, True
orientou, orient, orientar, VERB, False
os, os, o, DET, True
juízes, juíz, juíz, NOUN, False
para, para, para, SCONJ, True
manipular, manipular, manipular, VERB, False
,, ,, ,, PUNCT, False
para, para, para, SCONJ, True
sacanear, sacanear, sacanear, VERB, False
,, ,, ,, PUNCT, False
o, o, o, PRON, True
que, que, que, PRON, True
é, é, ser, AUX, True
condenável, condenável, condenável, ADJ, False
", ", ", NUM, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Canazaro, canazaro, Canazaro, PROPN, False
afirmou, afirm, afirmar, VERB, False
ontem, ontem, ontem, ADV, True
que, que, que, SCONJ, True
é, é, ser, AUX, True
vítima, vítima, vítima, NOUN, False
de, de, de, ADP, True
", ", ", DET, False
fritura, fritura, fritura, NOUN, False
", ", ", PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
Como, como, como, ADP, True
alguém, alguém, alguém, PRON, False
pode, pode, poder, VERB, True
ser, ser, ser, AUX, True
condenado, condenado, condenar, VERB, False
sem, sem, sem, ADP, True
a, a, o, DET, True
apresentação, apresentação, apresentação, NOUN, False
de, de, de, ADP, True
nenhuma, nenhuma, nenhum, DET, True
prova, prova, prova, NOUN, False
?, ?, ?, PUNCT, False
", ", ", NUM, False
