TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
meia, meia, meia, NUM, False
Edílson, edílson, Edílson, PROPN, False
foi, foi, ser, AUX, True
o, o, o, DET, True
último, último, último, ADJ, True
jogador, jogador, jogador, NOUN, False
a, a, a, SCONJ, True
se, se, se, PRON, True
apresentar, apresentar, apresentar, VERB, False
no, no, em o, ADP, True
Palmeiras, palmeira, Palmeiras, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
ontem, ontem, ontem, ADV, True
seguiu, seguiu, seguir, VERB, False
para, para, para, ADP, True
Atibaia, atibaia, Atibaia, PROPN, False
(, (, (, PUNCT, False
65, 65, 65, NUM, False
km, km, km, NOUN, False
ao, ao, a o, ADP, True
norte, nort, norte, NOUN, False
de, de, de, ADP, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
), ), ), PUNCT, False
,, ,, ,, PUNCT, False
onde, ond, onde, PRON, True
faz, faz, fazer, VERB, True
um, um, um, DET, True
reduzida, reduzida, reduzida, NOUN, False
pré-temporada, pré-temporada, pré-temporada, ADJ, False
., ., ., PUNCT, False
", ", ", NUM, False
Precisei, precisei, Precisei, VERB, False
resolver, resolv, resolver, VERB, False
problemas, problema, problema, NOUN, False
particulares, particular, particular, ADJ, False
na, na, em o, ADP, True
Bahia, bahia, Bahia, PROPN, False
", ", ", NOUN, False
,, ,, ,, PUNCT, False
justificou, justific, justificar, VERB, False
o, o, o, DET, True
jogador, jogador, jogador, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
vice-presidente, vice-president, vice-presidente, NOUN, False
de, de, de, ADP, True
futebol, futebol, futebol, NOUN, False
,, ,, ,, PUNCT, False
Serafim, serafim, Serafim, PROPN, False
Del, del, Del, PROPN, False
Grande, grand, Grande, PROPN, True
,, ,, ,, PUNCT, False
revelou, revel, revelar, VERB, False
,, ,, ,, PUNCT, False
porém, porém, porém, CCONJ, True
,, ,, ,, PUNCT, False
que, que, que, SCONJ, True
não, não, não, ADV, True
foi, foi, ser, AUX, True
informado, informado, informar, VERB, False
sobre, sobr, sobre, ADP, True
o, o, o, DET, True
motivo, motivo, motivo, NOUN, False
do, do, de o, ADP, True
atraso, atraso, atraso, NOUN, False
., ., ., PUNCT, False
Antônio, antônio, Antônio, PROPN, False
Carlos, carlo, Carlos, PROPN, False
,, ,, ,, PUNCT, False
Roberto, roberto, Roberto, PROPN, False
Carlos, carlo, Carlos, PROPN, False
e, e, e, CCONJ, True
Sérgio, sérgio, Sérgio, PROPN, False
ainda, ainda, ainda, ADV, True
não, não, não, ADV, True
renovaram, renovaram, renovar, VERB, False
contrato, contrato, contrato, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
