TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
vôo, vôo, vôo, NOUN, False
charter, charter, charter, ADJ, False
(, (, (, PUNCT, False
fretado, fretado, fretar, VERB, False
), ), ), PUNCT, False
definitivamente, definitivament, definitivamente, ADV, False
se, se, se, PRON, True
incorpora, incorpora, incorpor, ADJ, False
ao, ao, a o, ADP, True
mercado, mercado, mercado, NOUN, False
turístico, turístico, turístico, ADJ, False
brasileiro, brasileiro, brasileiro, ADJ, False
., ., ., PUNCT, False
Depois, depoi, depois, ADV, True
de, de, de, ADP, True
quase, quas, quase, ADV, False
dois, doi, dois, NUM, True
anos, ano, ano, NOUN, False
de, de, de, ADP, True
negociações, negociaçõ, negociação, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
Departamento, departamento, Departamento, PROPN, False
de, de, de, ADP, True
Aviação, aviação, Aviação, PROPN, False
Civil, civil, Civil, PROPN, False
(, (, (, PUNCT, False
DAC, dac, DAC, PROPN, False
), ), ), PUNCT, False
autorizou, autoriz, autorizar, VERB, False
em, em, em, ADP, True
agosto, agosto, agosto, NOUN, False
a, a, o, DET, True
abertura, abertura, abertura, NOUN, False
da, da, de o, ADP, True
Air, air, Air, PROPN, False
Vias, via, Vias, PROPN, False
,, ,, ,, PUNCT, False
primeira, primeira, primeiro, ADJ, True
empresa, empresa, empresa, NOUN, False
nacional, nacion, nacional, ADJ, False
de, de, de, ADP, True
fretamentos, fretamento, fretamento, NOUN, False
., ., ., PUNCT, False
Inaugurada, inaugurada, Inaugurada, VERB, False
no, no, em o, ADP, True
último, último, último, ADJ, True
dia, dia, dia, NOUN, False
25, 25, 25, NUM, False
de, de, de, ADP, True
dezembro, dezembro, dezembro, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
companhia, companhia, companhia, NOUN, False
derruba, derruba, derruba, PROPN, False
preços, preço, preço, NOUN, False
e, e, e, CCONJ, True
decola, decola, decolar, VERB, False
bem, bem, bem, ADV, True
neste, nest, em este, ADP, True
início, início, início, NOUN, False
de, de, de, ADP, True
alta, alta, alto, ADJ, False
temporada, temporada, temporada, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
É, é, ser, AUX, True
o, o, o, DET, True
turismo, turismo, turismo, NOUN, False
aéreo, aéreo, aéreo, ADJ, False
que, que, que, PRON, True
se, se, se, PRON, True
populariza, populariza, popularizar, VERB, False
,, ,, ,, PUNCT, False
uma, uma, um, DET, True
estratégia, estratégia, estratégia, NOUN, False
que, que, que, PRON, True
dá, dá, dar, VERB, True
sinais, sinai, sinal, NOUN, False
de, de, de, ADP, True
sucesso, sucesso, sucesso, NOUN, False
em, em, em, ADP, True
época, época, época, NOUN, False
de, de, de, ADP, True
inflação, inflação, inflação, NOUN, False
galopante, galopant, galopante, ADJ, False
., ., ., PUNCT, False
Com, com, com, ADP, True
pacotes, pacot, pacote, NOUN, False
de, de, de, ADP, True
uma, uma, um, NUM, True
semana, semana, semana, NOUN, False
–, –, –, PROPN, False
conjugando, conjugando, conjugar, VERB, False
hotel, hotel, hotel, NOUN, False
e, e, e, CCONJ, True
avião, avião, avião, NOUN, False
–, –, –, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
custam, custam, custar, VERB, False
em, em, em, ADP, True
média, média, média, NOUN, False
30, 30, 30, NUM, False
%, %, %, SYM, False
a, a, a, ADP, True
menos, meno, menos, ADV, True
em, em, em, ADP, True
relação, relação, relação, NOUN, True
à, à, a o, ADP, True
concorrência, concorrência, concorrência, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
companhia, companhia, companhia, NOUN, False
mantém, mantém, manter, VERB, False
este, est, este, DET, True
mês, mê, mês, NOUN, True
uma, uma, um, DET, True
ocupação, ocupação, ocupação, NOUN, False
que, que, que, PRON, True
beira, beira, beirar, VERB, False
os, os, o, DET, True
100, 100, 100, NUM, False
%, %, %, SYM, False
., ., ., PUNCT, False
Em, em, em, ADP, True
apenas, apena, apenas, ADV, True
dez, dez, dez, NUM, True
dias, dia, dia, NOUN, False
,, ,, ,, PUNCT, False
já, já, já, ADV, True
embarcou, embarc, embarcar, VERB, False
1.800, 1.800, 1.800, NUM, False
brasileiros, brasileiro, brasileiro, NOUN, False
rumo, rumo, rumo, ADV, False
às, às, a o, ADP, True
praias, praia, praia, NOUN, False
de, de, de, ADP, True
Maceió, maceió, Maceió, PROPN, False
,, ,, ,, PUNCT, False
Fortaleza, fortaleza, Fortaleza, PROPN, False
,, ,, ,, PUNCT, False
Natal, natal, Natal, PROPN, False
e, e, e, CCONJ, True
Porto, porto, Porto, PROPN, False
Seguro, seguro, Seguro, PROPN, False
,, ,, ,, PUNCT, False
no, no, em o, ADP, True
Nordeste, nordest, nordeste, NOUN, False
;, ;, ;, PUNCT, False
e, e, e, CCONJ, True
Jamaica, jamaica, Jamaica, PROPN, False
,, ,, ,, PUNCT, False
Curaçao, curaçao, Curaçao, PROPN, False
e, e, e, CCONJ, True
Barbados, barbado, Barbados, PROPN, False
,, ,, ,, PUNCT, False
no, no, em o, ADP, True
Caribe, carib, Caribe, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Ancorada, ancorada, ancorar, VERB, False
por, por, por, ADP, True
um, um, um, DET, True
", ", ", NUM, False
pool, pool, pool, NOUN, False
", ", ", NUM, False
de, de, de, ADP, True
cinco, cinco, cinco, NUM, True
grandes, grand, grande, ADJ, True
operadoras, operadora, operadora, NOUN, False
do, do, de o, ADP, True
país, paí, país, NOUN, False
–, –, –, PROPN, False
Ati, ati, Ati, PROPN, False
,, ,, ,, PUNCT, False
CVC, cvc, CVC, PROPN, False
,, ,, ,, PUNCT, False
Dimensão, dimensão, Dimensão, PROPN, False
,, ,, ,, PUNCT, False
Flot, flot, Flot, PROPN, False
e, e, e, CCONJ, True
Mundirama, mundirama, Mundirama, PROPN, False
–, –, –, PROPN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
Air, air, Air, PROPN, False
Vias, via, Vias, PROPN, False
traz, traz, trazer, VERB, False
como, como, como, ADP, True
diferencial, diferenci, diferencial, ADJ, False
a, a, o, DET, True
comercialização, comercialização, comercialização, NOUN, False
de, de, de, ADP, True
charters, charter, charter, NOUN, False
durante, durant, durante, ADP, False
todo, todo, todo, DET, True
o, o, o, DET, True
ano, ano, ano, NOUN, False
e, e, e, CCONJ, True
não, não, não, ADV, True
apenas, apena, apenas, ADV, True
nas, na, em o, ADP, True
férias, féria, férias, NOUN, False
,, ,, ,, PUNCT, False
como, como, como, ADV, True
ocorria, ocorria, ocorria, VERB, False
até, até, até, ADP, True
então, então, então, NOUN, True
no, no, em o, ADP, True
Brasil, brasil, Brasil, PROPN, False
., ., ., PUNCT, False
Por, por, por, ADP, True
não, não, não, ADV, True
ser, ser, ser, AUX, True
uma, uma, um, DET, True
companhia, companhia, companhia, NOUN, False
aérea, aérea, aéreo, ADJ, False
regular, regular, regular, ADJ, False
,, ,, ,, PUNCT, False
não, não, não, ADV, True
vende, vend, vender, VERB, False
passagem, passagem, passagem, NOUN, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
o, o, o, DET, True
programa, programa, programa, NOUN, False
completo, completo, completo, ADJ, False
,, ,, ,, PUNCT, False
com, com, com, ADP, True
hotel, hotel, hotel, NOUN, False
(, (, (, PUNCT, False
categorias, categoria, categorio, ADJ, False
três, trê, três, NUM, True
,, ,, ,, PUNCT, False
quatro, quatro, quatro, NUM, True
e, e, e, CCONJ, True
cinco, cinco, cinco, NUM, True
estrelas, estrela, estrela, NOUN, False
), ), ), PUNCT, False
,, ,, ,, PUNCT, False
traslados, traslado, traslado, VERB, False
,, ,, ,, PUNCT, False
avião, avião, avião, NOUN, False
e, e, e, CCONJ, True
passeios, passeio, passeio, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
É, é, ser, AUX, True
claro, claro, claro, ADJ, False
que, que, que, SCONJ, True
vôos, vôo, vôo, NOUN, False
fretados, fretado, fretado, VERB, False
têm, têm, ter, VERB, True
suas, sua, seu, DET, True
limitações, limitaçõ, limitação, NOUN, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
o, o, o, PRON, True
que, que, que, PRON, True
anda, anda, andar, VERB, False
atraindo, atraindo, atrair, VERB, False
os, os, o, DET, True
passageiros, passageiro, passageiro, NOUN, False
é, é, ser, AUX, True
o, o, o, DET, True
fator, fator, fator, NOUN, False
preço, preço, preço, NOUN, False
., ., ., PUNCT, False
A, a, o, DET, True
empresa, empresa, empresa, NOUN, False
comercializa, comercializa, comercializar, VERB, False
um, um, um, DET, True
pacote, pacot, pacote, NOUN, False
completo, completo, completo, ADJ, False
de, de, de, ADP, True
uma, uma, um, NUM, True
semana, semana, semana, NOUN, False
para, para, para, ADP, True
Fortaleza, fortaleza, fortaleza, NOUN, False
por, por, por, ADP, True
US$, us$, US$, SYM, False
520, 520, 520, NUM, False
,, ,, ,, PUNCT, False
cerca, cerca, cerca, ADV, False
