TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿No, ﻿no, ﻿No, NOUN, False
terceiro, terceiro, terceiro, ADJ, True
jogo, jogo, jogo, NOUN, False
como, como, como, ADP, True
técnico, técnico, técnico, NOUN, False
do, do, de o, ADP, True
Corinthians, corinthian, Corinthians, PROPN, False
,, ,, ,, PUNCT, False
Afrânio, afrânio, Afrânio, PROPN, False
Riul, riul, Riul, PROPN, False
faz, faz, fazer, VERB, True
sua, sua, seu, DET, True
segunda, segunda, segundo, ADJ, True
experiência, experiência, experiência, NOUN, False
com, com, com, ADP, True
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
., ., ., PUNCT, False
Hoje, hoje, hoje, ADV, False
,, ,, ,, PUNCT, False
às, às, a o, ADP, True
20h40, 20h40, 20h40, NOUN, False
,, ,, ,, PUNCT, False
contra, contra, contra, ADP, True
o, o, o, DET, True
América, américa, América, PROPN, False
em, em, em, ADP, True
São, são, São, PROPN, True
José, josé, José, PROPN, False
de, de, de, ADP, True
Rio, rio, Rio, PROPN, False
Preto, preto, Preto, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
jogador, jogador, jogador, NOUN, False
começa, começa, começar, VERB, False
na, na, em o, ADP, True
lateral, later, lateral, NOUN, False
esquerda, esquerda, esquerdo, ADJ, False
,, ,, ,, PUNCT, False
encerrando, encerrando, encerrar, VERB, False
sua, sua, seu, DET, True
carreira, carreira, carreira, NOUN, False
de, de, de, ADP, True
meia-esquerda, meia-esquerda, meia-esquerda, NOUN, False
,, ,, ,, PUNCT, False
iniciada, iniciada, iniciar, VERB, False
há, há, haver, VERB, False
apenas, apena, apenas, ADV, True
duas, dua, dois, NUM, True
semanas, semana, semana, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
", ", ", NUM, False
O, o, o, DET, True
time, time, time, NOUN, False
rendeu, rendeu, render, VERB, False
mais, mai, mais, ADV, True
com, com, com, ADP, True
o, o, o, DET, True
Zé, zé, Zé, PROPN, False
(, (, (, PUNCT, False
Elias, elia, Elias, PROPN, False
), ), ), PUNCT, False
na, na, em o, ADP, True
lateral, later, lateral, NOUN, False
e, e, e, CCONJ, True
o, o, o, DET, True
Marques, marqu, Marques, PROPN, False
na, na, em o, ADP, True
frente, frent, frente, NOUN, False
., ., ., PUNCT, False
A, a, o, DET, True
tendência, tendência, tendência, NOUN, False
é, é, ser, AUX, True
o, o, o, DET, True
Elias, elia, Elias, PROPN, False
sair, sair, sair, VERB, False
", ", ", NUM, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
o, o, o, DET, True
técnico, técnico, técnico, NOUN, False
após, apó, após, ADP, True
o, o, o, DET, True
coletivo, coletivo, coletivo, NOUN, False
de, de, de, ADP, True
ontem, ontem, ontem, NOUN, True
de, de, de, ADP, True
manhã, manhã, manhã, NOUN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
serviu, serviu, servir, VERB, False
para, para, para, SCONJ, True
definir, definir, definir, VERB, False
a, a, o, DET, True
equipe, equip, equipe, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
,, ,, ,, PUNCT, False
17, 17, 17, NUM, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
que, que, que, SCONJ, True
gostou, gostou, gostar, VERB, False
da, da, de o, ADP, True
alteração, alteração, alteração, NOUN, False
., ., ., PUNCT, False
", ", ", NUM, False
Prefiro, prefiro, Prefiro, VERB, False
jogar, jogar, jogar, VERB, False
assim, assim, assim, ADV, True
,, ,, ,, PUNCT, False
vindo, vindo, vir, VERB, True
de, de, de, ADP, True
trás, trá, trás, ADV, False
com, com, com, ADP, True
a, a, o, DET, True
bola, bola, bola, NOUN, False
., ., ., PUNCT, False
Na, na, em o, ADP, True
meia, meia, meia, NOUN, False
,, ,, ,, PUNCT, False
eu, eu, eu, PRON, True
a, a, ela, PRON, True
recebia, recebia, receber, VERB, False
de, de, de, ADP, True
costas, costa, costa, NOUN, False
,, ,, ,, PUNCT, False
era, era, ser, AUX, True
pior, pior, mau, ADJ, False
., ., ., PUNCT, False
", ", ", NUM, False
No, no, em o, ADP, True
jogo, jogo, jogo, NOUN, False
contra, contra, contra, ADP, True
a, a, o, DET, True
Portuguesa, portuguesa, Portuguesa, PROPN, False
,, ,, ,, PUNCT, False
enquanto, enquanto, enquanto, ADV, True
ficou, ficou, ficar, VERB, False
na, na, em o, ADP, True
meia, meia, meia, NOUN, False
,, ,, ,, PUNCT, False
Zé, zé, Zé, PROPN, False
Elias, elia, Elias, PROPN, False
mostrou-se, mostrou-s, mostrar se, VERB, False
pouco, pouco, pouco, ADV, True
à, à, a o, ADP, True
vontade, vontad, vontade, NOUN, False
., ., ., PUNCT, False
Quando, quando, quando, SCONJ, True
conseguia, conseguia, conseguir, VERB, False
dominar, dominar, dominar, VERB, False
a, a, o, DET, True
bola, bola, bola, NOUN, False
e, e, e, CCONJ, True
passar, passar, passar, VERB, False
pelo, pelo, por o, ADP, True
adversário, adversário, adversário, NOUN, False
,, ,, ,, PUNCT, False
sofria, sofria, sofrer, VERB, False
falta, falta, falta, NOUN, True
., ., ., PUNCT, False
Foram, foram, Foram, VERB, True
11, 11, 11, NUM, False
,, ,, ,, PUNCT, False
ao, ao, a o, ADP, True
todo, todo, todo, PRON, True
,, ,, ,, PUNCT, False
durante, durant, durante, ADP, False
a, a, o, DET, True
partida, partida, partida, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Apesar, apesar, apesar, ADV, False
disso, disso, disso, PRON, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
jogador, jogador, jogador, NOUN, False
fez, fez, fazer, VERB, True
questão, questão, questão, NOUN, True
de, de, de, SCONJ, True
dizer, dizer, dizer, VERB, True
