TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
Juventude, juventud, Juventude, NOUN, False
de, de, de, ADP, True
Caxias, caxia, Caxias, PROPN, False
do, do, de o, ADP, True
Sul, sul, Sul, PROPN, False
(, (, (, PUNCT, False
RS, rs, RS, PROPN, False
), ), ), PUNCT, False
é, é, ser, AUX, True
o, o, o, DET, True
outro, outro, outro, DET, False
clube, clube, clube, NOUN, False
brasileiro, brasileiro, brasileiro, ADJ, False
patrocinado, patrocinado, patrocinar, VERB, False
pela, pela, por o, ADP, True
Parmalat, parmalat, Parmalat, PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
Os, os, o, DET, True
objetivos, objetivo, objetivo, NOUN, False
são, são, ser, AUX, True
os, os, o, DET, True
mesmos, mesmo, mesmo, NOUN, False
do, do, de o, ADP, True
que, que, que, PRON, True
os, os, o, DET, True
adotados, adotado, adotado, NOUN, False
no, no, em o, ADP, True
Palmeiras, palmeira, Palmeiras, PROPN, False
., ., ., PUNCT, False
Mas, ma, mas, CCONJ, True
lá, lá, lá, ADV, True
é, é, ser, AUX, True
um, um, um, DET, True
pouco, pouco, pouco, ADV, True
mais, mai, mais, ADV, True
difícil, difícil, difícil, ADJ, False
a, a, o, DET, True
implantação, implantação, implantação, NOUN, False
de, de, de, ADP, True
nosso, nosso, nosso, DET, True
projeto, projeto, projeto, NOUN, False
por, por, por, SCONJ, True
se, se, se, PRON, True
tratar, tratar, tratar, VERB, False
de, de, de, ADP, True
um, um, um, DET, True
time, time, time, NOUN, False
ainda, ainda, ainda, ADV, True
pequeno, pequeno, pequeno, ADJ, False
", ", ", NOUN, False
,, ,, ,, PUNCT, False
afirmou, afirm, afirmar, VERB, False
o, o, o, DET, True
diretor, diretor, diretor, NOUN, False
de, de, de, ADP, True
esportes, esport, esporte, NOUN, False
da, da, de o, ADP, True
Parmalat, parmalat, Parmalat, PROPN, False
,, ,, ,, PUNCT, False
José, josé, José, PROPN, False
Carlos, carlo, Carlos, PROPN, False
Brunoro, brunoro, Brunoro, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Nos, no, em o, ADP, True
juniores, junior, juniores, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
filosofia, filosofia, filosofia, NOUN, False
é, é, ser, AUX, True
revelar, revelar, revelar, VERB, False
novos, novo, novo, ADJ, True
talentos, talento, talento, NOUN, False
., ., ., PUNCT, False
", ", ", NUM, False
Pelo, pelo, pelo, ADP, True
menos, meno, menos, NOUN, True
é, é, ser, AUX, True
isso, isso, isso, PRON, True
que, que, que, PRON, True
me, me, eu, PRON, True
foi, foi, ser, AUX, True
passado, passado, passar, VERB, False
pelo, pelo, por o, ADP, True
Brunoro, brunoro, Brunoro, PROPN, False
quando, quando, quando, SCONJ, True
eu, eu, eu, PRON, True
assumi, assumi, assumir, VERB, False
o, o, o, DET, True
comando, comando, comando, NOUN, False
da, da, de o, ADP, True
equipe, equip, equipe, NOUN, False
", ", ", NOUN, False
,, ,, ,, PUNCT, False
disse, diss, dizer, VERB, False
José, josé, José, PROPN, False
Luiz, luiz, Luiz, PROPN, False
Plein, plein, Plein, PROPN, False
Filho, filho, Filho, PROPN, False
,, ,, ,, PUNCT, False
42, 42, 42, NUM, False
,, ,, ,, PUNCT, False
ex-meia-direita, ex-meia-direita, ex-meia-direita, ADJ, False
que, que, que, PRON, True
foi, foi, ser, AUX, True
tricampeão, tricampeão, tricampeão, NOUN, False
pelo, pelo, por o, ADP, True
Coritiba, coritiba, Coritiba, PROPN, False
e, e, e, CCONJ, True
jogou, jogou, jogar, VERB, False
Grêmio, grêmio, Grêmio, PROPN, False
e, e, e, CCONJ, True
no, no, em o, ADP, True
próprio, próprio, próprio, DET, True
Juventude, juventud, Juventude, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Ele, ele, ele, PRON, True
está, está, estar, AUX, True
em, em, em, ADP, True
sua, sua, seu, DET, True
primeira, primeira, primeiro, ADJ, True
experiência, experiência, experiência, NOUN, False
como, como, como, ADP, True
técnico, técnico, técnico, NOUN, False
e, e, e, CCONJ, True
começou, começ, começar, VERB, False
em, em, em, ADP, True
março, março, março, NOUN, False
de, de, de, ADP, True
93, 93, 93, NUM, False
., ., ., PUNCT, False
", ", ", NUM, False
O, o, o, DET, True
dinheiro, dinheiro, dinheiro, NOUN, False
não, não, não, ADV, True
é, é, ser, AUX, True
o, o, o, DET, True
suficiente, suficient, suficiente, NOUN, False
ainda, ainda, ainda, ADV, True
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
existe, exist, existir, VERB, False
a, a, o, DET, True
promessa, promessa, promessa, NOUN, False
de, de, de, ADP, True
maiores, maior, grande, ADJ, False
investimentos, investimento, investimento, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
principal, princip, principal, NOUN, False
é, é, ser, VERB, True
que, que, que, SCONJ, True
temos, temo, ter, VERB, True
profissionais, profissionai, profissional, NOUN, False
trabalhando, trabalhando, trabalhar, VERB, False
para, para, para, ADP, True
a, a, o, DET, True
melhoria, melhoria, melhoria, NOUN, False
do, do, de o, ADP, True
nível, nível, nível, NOUN, True
do, do, de o, ADP, True
futebol, futebol, futebol, NOUN, False
", ", ", X, False
,, ,, ,, PUNCT, False
conta, conta, contar, VERB, False
Plein, plein, Plein, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
time, time, time, NOUN, False
é, é, ser, AUX, True
vice-campeão, vice-campeão, vice-campeão, ADJ, False
gaúcho, gaúcho, gaúcho, VERB, False
de, de, de, ADP, True
juniores, junior, juniores, NOUN, False
., ., ., PUNCT, False
Perdeu, perdeu, Perdeu, VERB, False
o, o, o, DET, True
título, título, título, NOUN, False
deste, dest, de este, ADP, True
ano, ano, ano, NOUN, False
para, para, para, ADP, True
o, o, o, DET, True
rival, rival, rival, NOUN, False
Caxias, caxia, Caxias, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
", ", ", NOUN, False
Minha, minha, Minha, DET, True
equipe, equip, equipe, NOUN, False
é, é, ser, AUX, True
bastante, bastant, bastante, ADV, True
técnica, técnica, técnico, NOUN, False
., ., ., PUNCT, False
No, no, em o, ADP, True
meu, meu, meu, DET, True
tempo, tempo, tempo, NOUN, True
,, ,, ,, PUNCT, False
ninguém, ninguém, ninguém, PRON, False
me, me, eu, PRON, True
disse, diss, dizer, VERB, False
nada, nada, nada, PRON, True
., ., ., PUNCT, False
Facilita, facilita, Facilita, NOUN, False
muito, muito, muito, ADV, True
ter, ter, ter, VERB, True
uma, uma, um, DET, True
orientação, orientação, orientação, NOUN, False
desde, desd, desde, ADP, True
o, o, o, DET, True
início, início, início, NOUN, False
", ", ", PUNCT, False
,, ,, ,, PUNCT, False
afirmou, afirm, afirmar, VERB, False
o, o, o, DET, True
treinador, treinador, treinador, NOUN, False
., ., ., PUNCT, False
A, a, o, DET, True
média, média, média, NOUN, False
de, de, de, ADP, True
idade, idad, idade, NOUN, False
do, do, de o, ADP, True
time, time, time, NOUN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
tem, tem, ter, VERB, True
as, as, o, DET, True
mesmas, mesma, mesmo, ADJ, False
cores, core, cor, NOUN, False
verde, verd, verde, ADJ, False
e, e, e, CCONJ, True
branco, branco, branco, NOUN, False
do, do, de o, ADP, True
Palmeiras, palmeira, Palmeiras, PROPN, False
,, ,, ,, PUNCT, False
está, está, estar, AUX, True
entre, entr, entre, ADP, True
os, os, o, DET, True
16, 16, 16, NUM, False
e, e, e, CCONJ, True
17, 17, 17, NUM, False
anos, ano, ano, NOUN, False
., ., ., PUNCT, False
Plein, plein, plein, PROPN, False
acredita, acredita, acreditar, VERB, False
que, que, que, SCONJ, True
pode, pode, poder, VERB, True
classificar, classificar, classificar, VERB, False
sua, sua, seu, DET, True
equipe, equip, equipe, NOUN, False
entre, entr, entre, ADP, True
os, os, o, DET, True
quatro, quatro, quatro, NUM, True
primeiros, primeiro, primeiro, ADJ, False
da, da, de o, ADP, True
Copa, copa, Copa, NOUN, False
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
de, de, de, ADP, True
Futebol, futebol, Futebol, PROPN, False
Júnior, júnior, Júnior, PROPN, False
., ., ., PUNCT, False
(, (, (, PUNCT, False
ME, me, ME, PROPN, True
), ), ), PUNCT, False

, 
, 
, SPACE, False
