TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Como, ﻿como, ﻿Como, VERB, False
as, as, o, DET, True
superproduções, superproduçõ, superprodução, NOUN, False
hollywoodianas, hollywoodiana, hollywoodiano, ADJ, False
,, ,, ,, PUNCT, False
eles, ele, eles, PRON, True
custaram, custaram, custar, VERB, False
milhões, milhõ, milhão, NUM, False
e, e, e, CCONJ, True
milhões, milhõ, milhão, NUM, False
de, de, de, ADP, True
dólares, dólare, dólar, NOUN, False
., ., ., PUNCT, False
Mais, mai, mais, ADV, True
precisamente, precisament, precisamente, ADV, False
,, ,, ,, PUNCT, False
Universal, univers, Universal, PROPN, False
Studios, studio, Studios, PROPN, False
consumiu, consumiu, consumir, VERB, False
US$, us$, US$, SYM, False
600, 600, 600, NUM, False
milhões, milhõ, milhão, NUM, False
e, e, e, CCONJ, True
MGM, mgm, MGM, PROPN, False
Studios, studio, Studios, PROPN, False
,, ,, ,, PUNCT, False
US$, us$, US$, SYM, False
500, 500, 500, NUM, False
milhões, milhõ, milhão, NUM, False
–, –, –, PROPN, False
o, o, o, DET, True
equivalente, equivalent, equivalente, NOUN, False
a, a, a, ADP, True
16, 16, 16, NUM, False
mil, mil, mil, NUM, True
vezes, veze, vez, NOUN, True
o, o, o, DET, True
valor, valor, valor, NOUN, True
gasto, gasto, gastar, VERB, False
na, na, em o, ADP, True
construção, construção, construção, NOUN, False
do, do, de o, ADP, True
sambódromo, sambódromo, sambódromo, NOUN, False
,, ,, ,, PUNCT, False
no, no, em o, ADP, True
Rio, rio, Rio, PROPN, False
de, de, de, ADP, True
Janeiro, janeiro, Janeiro, PROPN, False
., ., ., PUNCT, False
Nos, no, em o, ADP, True
dois, doi, dois, NUM, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
cinema, cinema, cinema, NOUN, False
expõe, expõ, expor, VERB, False
seu, seu, seu, DET, True
universo, universo, universo, NOUN, False
de, de, de, ADP, True
truques, truqu, truque, NOUN, False
e, e, e, CCONJ, True
fantasias, fantasia, fantasia, NOUN, False
e, e, e, CCONJ, True
cria, cria, criar, VERB, False
uma, uma, um, DET, True
verdadeira, verdadeira, verdadeiro, ADJ, False
mágica, mágica, mágica, NOUN, False
de, de, de, ADP, True
ilusões, ilusõ, ilusão, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Em, em, em, ADP, True
Universal, univers, Universal, PROPN, False
Studios, studio, Studios, PROPN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
primeira, primeira, primeiro, ADJ, True
atração, atração, atração, NOUN, False
é, é, ser, AUX, True
,, ,, ,, PUNCT, False
sem, sem, sem, ADP, True
dúvida, dúvida, dúvida, NOUN, False
,, ,, ,, PUNCT, False
uma, uma, um, NUM, True
das, da, de o, ADP, True
melhores, melhor, bom, NOUN, False
., ., ., PUNCT, False
No, no, em o, ADP, True
motel, motel, motel, NOUN, False
de, de, de, ADP, True
Norman, norman, Norman, PROPN, False
Bates, bate, Bates, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
psicótico, psicótico, psicótico, NOUN, False
vivido, vivido, viver, VERB, False
no, no, em o, ADP, True
cinema, cinema, cinema, NOUN, False
por, por, por, ADP, True
Anthony, anthoni, Anthony, PROPN, False
Perkins, perkin, Perkins, PROPN, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
", ", ", PROPN, False
Psicose, psicos, Psicose, PROPN, False
", ", ", PROPN, False
,, ,, ,, PUNCT, False
do, do, de o, ADP, True
genial, genial, genial, NOUN, False
Alfred, alfr, Alfred, PROPN, False
Hitchcock, hitchcock, Hitchcock, PROPN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
cena, cena, cena, NOUN, False
das, da, de o, ADP, True
facadas, facada, facar, VERB, False
