TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
Campeonato, campeonato, Campeonato, PROPN, False
Paulista, paulista, Paulista, PROPN, False
está, está, estar, AUX, True
chegando, chegando, chegar, VERB, False
,, ,, ,, PUNCT, False
saudado, saudado, saudar, VERB, False
não, não, não, ADV, True
só, só, só, ADV, True
pela, pela, por o, ADP, True
expectativa, expectativa, expectativa, NOUN, False
do, do, de o, ADP, True
alto, alto, alto, ADJ, False
nível, nível, nível, NOUN, True
técnico, técnico, técnico, ADJ, False
com, com, com, ADP, True
que, que, que, PRON, True
será, será, ser, AUX, False
jogado, jogado, jogar, VERB, False
,, ,, ,, PUNCT, False
nestes, nest, em este, ADP, False
tempos, tempo, tempo, NOUN, False
de, de, de, ADP, True
justificável, justificável, justificável, ADJ, False
euforia, euforia, eufor, VERB, False
bandeirante, bandeirant, bandeirante, ADJ, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
,, ,, ,, PUNCT, False
sobretudo, sobretudo, sobretudo, ADV, False
,, ,, ,, PUNCT, False
pela, pela, por o, ADP, True
restauração, restauração, restauração, NOUN, False
do, do, de o, ADP, True
sistema, sistema, sistema, NOUN, True
de, de, de, ADP, True
disputa, disputa, disputa, NOUN, False
por, por, por, ADP, True
ponto, ponto, ponto, NOUN, True
corrido, corrido, corrido, ADJ, False
,, ,, ,, PUNCT, False
isto, isto, isto, PRON, True
é, é, ser, VERB, True
,, ,, ,, PUNCT, False
turno, turno, turno, NOUN, False
e, e, e, CCONJ, True
returno, returno, returno, NOUN, False
e, e, e, CCONJ, True
quem, quem, quem, PRON, True
fizer, fizer, fizer, VERB, False
mais, mai, mais, DET, True
pontos, ponto, ponto, NOUN, True
leva, leva, levar, VERB, False
a, a, o, DET, True
taça, taça, taça, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Quanto, quanto, quanto, ADV, True
à, à, a o, ADP, True
qualidade, qualidad, qualidade, NOUN, False
técnica, técnica, técnico, ADJ, False
do, do, de o, ADP, True
espetáculo, espetáculo, espetáculo, NOUN, False
,, ,, ,, PUNCT, False
nenhuma, nenhuma, nenhum, DET, True
suspeita, suspeita, suspeita, NOUN, False
., ., ., PUNCT, False
Afinal, afin, afinal, ADV, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
campeão, campeão, campeão, NOUN, False
Palestra, palestra, Palestra, PROPN, False
está, está, estar, AUX, True
aí, aí, aí, ADV, True
com, com, com, ADP, True
seu, seu, seu, DET, True
supertime, supertim, supertime, NOUN, False
intacto, intacto, intacto, ADJ, False
,, ,, ,, PUNCT, False
reforçado, reforçado, reforçar, VERB, False
por, por, por, ADP, True
Rincón, rincón, Rincón, PROPN, False
e, e, e, CCONJ, True
,, ,, ,, PUNCT, False
agora, agora, agora, ADV, True
,, ,, ,, PUNCT, False
já, já, já, ADV, True
livre, livr, livre, ADJ, False
da, da, de o, ADP, True
carga, carga, carga, NOUN, False
de, de, de, ADP, True
17, 17, 17, NUM, False
anos, ano, ano, NOUN, False
sem, sem, sem, ADP, True
títulos, título, título, NOUN, False
., ., ., PUNCT, False
Ao, ao, ao, ADP, True
seu, seu, seu, DET, True
lado, lado, lado, NOUN, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
,, ,, ,, PUNCT, False
supercampeão, supercampeão, supercampeão, NOUN, False
,, ,, ,, PUNCT, False
com, com, com, ADP, True
seus, seu, seu, DET, True
Mullers, muller, Mullers, PROPN, False
,, ,, ,, PUNCT, False
Palhinhas, palhinha, Palhinhas, PROPN, False
e, e, e, CCONJ, True
Cafus, cafu, Cafus, PROPN, False
,, ,, ,, PUNCT, False
mais, mai, mais, ADV, True
a, a, o, DET, True
ameaça, ameaça, ameaça, NOUN, False
de, de, de, SCONJ, True
trazer, trazer, trazer, VERB, False
três, trê, três, NUM, True
craques, craqu, craque, NOUN, False
indiscutíveis, indiscutívei, indiscutível, ADJ, False
:, :, :, PUNCT, False
Rogério, rogério, Rogério, PROPN, False
,, ,, ,, PUNCT, False
do, do, de o, ADP, True
Flamengo, flamengo, Flamengo, PROPN, False
,, ,, ,, PUNCT, False
Axel, axel, Axel, PROPN, False
e, e, e, CCONJ, True
Euler, euler, Euler, PROPN, False
,, ,, ,, PUNCT, False
de, de, de, SCONJ, True
quem, quem, quem, PRON, True
os, os, o, DET, True
mineiros, mineiro, mineiro, NOUN, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
