TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Pela, ﻿pela, ﻿Pela, NOUN, False
quarta, quarta, quarta, ADJ, True
vez, vez, vez, NOUN, True
consecutiva, consecutiva, consecutivo, ADJ, False
,, ,, ,, PUNCT, False
um, um, um, DET, True
recorde, record, recorde, NOUN, False
na, na, em o, ADP, True
modalidade, modalidad, modalidade, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
Buffalo, buffalo, Buffalo, PROPN, False
Bills, bill, Bills, PROPN, False
desembarca, desembarca, desembarcar, VERB, False
no, no, em o, ADP, True
grande, grand, grande, ADJ, True
Super, super, Super, PROPN, False
Bowl, bowl, Bowl, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
cotejo, cotejo, cotejo, NOUN, False
decisivo, decisivo, decisivo, ADJ, False
do, do, de o, ADP, True
futebol, futebol, futebol, NOUN, False
americano, americano, americano, ADJ, False
., ., ., PUNCT, False
Os, os, o, DET, True
Bills, bill, Bills, PROPN, False
,, ,, ,, PUNCT, False
porém, porém, porém, CCONJ, True
,, ,, ,, PUNCT, False
lutam, lutam, lutar, VERB, False
ao, ao, a o, ADP, True
mesmo, mesmo, mesmo, ADJ, True
tempo, tempo, tempo, NOUN, True
contra, contra, contra, ADP, True
dois, doi, dois, NUM, True
adversários, adversário, adversário, NOUN, False
., ., ., PUNCT, False
Primeiro, primeiro, primeiro, ADV, True
,, ,, ,, PUNCT, False
os, os, o, DET, True
inimigos, inimigo, inimigo, NOUN, False
de, de, de, ADP, True
hoje, hoje, hoje, ADV, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
poderoso, poderoso, poderoso, ADJ, False
Dallas, dalla, Dallas, PROPN, False
Cowboys, cowboy, Cowboys, PROPN, False
., ., ., PUNCT, False
Depois, depoi, depois, ADV, True
,, ,, ,, PUNCT, False
a, a, o, DET, True
crônica, crônica, crônico, ADJ, False
impossibilidade, impossibilidad, impossibilidade, NOUN, False
de, de, de, SCONJ, True
vencer, vencer, vencer, VERB, False
um, um, um, DET, True
combate, combat, combate, NOUN, False
crucial, crucial, crucial, ADJ, False
., ., ., PUNCT, False
Em, em, em, ADP, True
1991, 1991, 1991, NUM, False
,, ,, ,, PUNCT, False
os, os, o, DET, True
Bills, bill, Bills, PROPN, False
perderam, perderam, perder, VERB, False
o, o, o, DET, True
Super, super, Super, PROPN, False
Bowl, bowl, Bowl, PROPN, False
para, para, para, ADP, True
o, o, o, DET, True
New, new, New, PROPN, False
York, york, York, PROPN, False
Giants, giant, Giants, PROPN, False
,, ,, ,, PUNCT, False
19, 19, 19, NUM, False
x, x, x, ADP, False
20, 20, 20, NUM, False
,, ,, ,, PUNCT, False
nos, no, em o, ADP, True
derradeiros, derradeiro, derradeiro, ADJ, False
segundos, segundo, segundo, NOUN, False
do, do, de o, ADP, True
jogo, jogo, jogo, NOUN, False
., ., ., PUNCT, False
Em, em, em, ADP, True
1992, 1992, 1992, NUM, False
,, ,, ,, PUNCT, False
sucumbiram, sucumbiram, sucumbir, VERB, False
ao, ao, a o, ADP, True
Washington, washington, Washington, PROPN, False
Redskins, redskin, Redskins, PROPN, False
,, ,, ,, PUNCT, False
24, 24, 24, NUM, False
x, x, x, ADP, False
37, 37, 37, NUM, False
., ., ., PUNCT, False
Em, em, em, ADP, True
1993, 1993, 1993, NUM, False
,, ,, ,, PUNCT, False
para, para, para, ADP, True
os, os, o, DET, True
Cowboys, cowboy, Cowboys, PROPN, False
,, ,, ,, PUNCT, False
17, 17, 17, NUM, False
x, x, x, ADP, False
52, 52, 52, NUM, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
O, o, o, DET, True
prélio, prélio, prélio, NOUN, False
acontece, acontec, acontecer, VERB, False
no, no, em o, ADP, True
campo, campo, campo, NOUN, False
neutro, neutro, neutro, PROPN, False
do, do, de o, ADP, True
Georgia, georgia, Georgia, PROPN, False
Dome, dome, Dome, PROPN, False
de, de, de, ADP, True
Atlanta, atlanta, Atlanta, PROPN, False
,, ,, ,, PUNCT, False
no, no, em o, ADP, True
sul, sul, sul, NOUN, False
dos, do, de o, ADP, True
EUA, eua, EUA, PROPN, False
,, ,, ,, PUNCT, False
um, um, um, DET, True
estádio, estádio, estádio, NOUN, False
coberto, coberto, coberto, ADJ, False
e, e, e, CCONJ, True
climatizado, climatizado, climatizar, VERB, False
,, ,, ,, PUNCT, False
de, de, de, ADP, True
gramado, gramado, gramado, NOUN, False
artificial, artifici, artificial, ADJ, False
,, ,, ,, PUNCT, False
capacidade, capacidad, capacidade, NOUN, False
para, para, para, ADP, True
71.594, 71.594, 71.594, NUM, False
espectadores, espectador, espectador, NOUN, False
., ., ., PUNCT, False
A, a, o, DET, True
NFL, nfl, NFL, PROPN, False
,, ,, ,, PUNCT, False
entidade, entidad, entidade, NOUN, False
que, que, que, PRON, True
organiza, organiza, organizar, VERB, False
o, o, o, DET, True
futebol, futebol, futebol, NOUN, False
americano, americano, americano, ADJ, False
,, ,, ,, PUNCT, False
reservou, reserv, reservar, VERB, False
40, 40, 40, NUM, False
%, %, %, SYM, False
dos, do, de o, ADP, True
ingressos, ingresso, ingresso, NOUN, False
à, à, a o, ADP, True
