TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Axel, ﻿axel, ﻿Axel, PROPN, False
Rodrigues, rodrigu, Rodrigues, PROPN, False
de, de, de, ADP, True
Arruda, arruda, Arruda, PROPN, False
,, ,, ,, PUNCT, False
24, 24, 24, NUM, False
,, ,, ,, PUNCT, False
é, é, ser, AUX, True
chamado, chamado, chamar, VERB, False
assim, assim, assim, ADV, True
porque, porqu, porque, SCONJ, True
seu, seu, seu, DET, True
pai, pai, pai, NOUN, False
não, não, não, ADV, True
gostava, gostava, gostar, VERB, False
de, de, de, ADP, True
nomes, nome, nome, NOUN, False
comuns, comun, comum, ADJ, False
(, (, (, PUNCT, False
o, o, o, DET, True
irmão, irmão, irmão, NOUN, False
se, se, se, PRON, True
chama, chama, chamar, VERB, False
Wallace, wallac, Wallace, PROPN, False
e, e, e, CCONJ, True
a, a, o, DET, True
irmã, irmã, irmã, NOUN, False
,, ,, ,, PUNCT, False
Isabel, isabel, Isabel, PROPN, False
Cristina, cristina, Cristina, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
", ", ", NUM, False
escapou"de, escapou"d, escapou"de, NOUN, False
ser, ser, ser, AUX, True
Eudóxia, eudóxia, Eudóxia, PROPN, False
), ), ), PUNCT, False
., ., ., PUNCT, False
Quando, quando, quando, SCONJ, True
tiver, tiver, ter, VERB, False
um, um, um, DET, True
filho, filho, filho, NOUN, False
,, ,, ,, PUNCT, False
ele, ele, ele, PRON, True
se, se, se, PRON, True
chamará, chamará, chamar, VERB, False
Axel, axel, Axel, PROPN, False
Jr., jr., Jr., PROPN, False
Por, por, por, ADP, True
enquanto, enquanto, enquanto, NOUN, True
é, é, ser, AUX, True
pai, pai, pai, NOUN, False
de, de, de, ADP, True
Yasmin, yasmin, Yasmin, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
volante, volant, volante, NOUN, False
está, está, estar, AUX, True
deslumbrado, deslumbrado, deslumbrado, ADJ, False
com, com, com, ADP, True
seu, seu, seu, DET, True
novo, novo, novo, ADJ, True
clube, clube, clube, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
., ., ., PUNCT, False
Antes, ant, antes, ADV, True
de, de, de, ADP, True
dar, dar, dar, VERB, True
entrevista, entrevista, entrevista, NOUN, False
à, à, a o, ADP, True
Folha, folha, folha, PROPN, False
,, ,, ,, PUNCT, False
Axel, axel, Axel, PROPN, False
pediu, pediu, pedir, VERB, False
a, a, o, DET, True
Moraci, moraci, Moraci, PROPN, False
Sant'Anna, sant'anna, Sant'Anna, PROPN, False
,, ,, ,, PUNCT, False
preparador, preparador, preparador, NOUN, False
do, do, de o, ADP, True
clube, clube, clube, NOUN, False
:, :, :, PUNCT, False
", ", ", PUNCT, False
Pode, pode, poder, VERB, True
usar, usar, usar, VERB, True
a, a, o, DET, True
piscina, piscina, piscina, NOUN, False
,, ,, ,, PUNCT, False
professor, professor, professor, NOUN, False
?, ?, ?, PUNCT, False
", ", ", NUM, False
(, (, (, PUNCT, False
JHM, jhm, JHM, PROPN, False
), ), ), PUNCT, False

, 
, 
, SPACE, False
*, *, *, PUNCT, False

, 
, 
, SPACE, False
Folha, folha, Folha, PROPN, False
-, -, -, PUNCT, False
Como, como, como, ADV, True
é, é, ser, AUX, True
vir, vir, vir, VERB, False
para, para, para, ADP, True
o, o, o, DET, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
?, ?, ?, PUNCT, False

, 
, 
, SPACE, False
Axel, axel, Axel, PROPN, False
-, -, -, PUNCT, False
Hoje, hoje, hoje, ADV, False
em, em, em, ADP, True
dia, dia, dia, NOUN, False
qualquer, qualquer, qualquer, DET, True
jogador, jogador, jogador, NOUN, False
gostaria, gostaria, gostar, VERB, False
de, de, de, SCONJ, True
estar, estar, estar, AUX, True
no, no, em o, ADP, True
São, são, São, PROPN, True
Paulo, paulo, Paulo, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
clube, clube, clube, NOUN, False
tem, tem, ter, VERB, True
estrutura, estrutura, estrutura, NOUN, False
de, de, de, ADP, True
Primeiro, primeiro, Primeiro, PROPN, True
Mundo, mundo, Mundo, PROPN, False
,, ,, ,, PUNCT, False
não, não, não, ADV, True
falta, falta, faltar, VERB, True
nada, nada, nada, PRON, True
., ., ., PUNCT, False

, 
, 
, SPACE, False
Folha, folha, Folha, PROPN, False
-, -, -, PUNCT, False
É, é, ser, AUX, True
muito, muito, muito, ADV, True
diferente, diferent, diferente, ADJ, False
do, do, de o, ADP, True
Santos, santo, Santos, PROPN, False
?, ?, ?, PUNCT, False

, 
, 
, SPACE, False
Axel, axel, Axel, PROPN, False
-, -, -, PUNCT, False
Sim, sim, sim, ADV, True
., ., ., PUNCT, False
Todos, todo, todo, PRON, True
sabem, sabem, saber, VERB, False
que, que, que, SCONJ, True
aqui, aqui, aqui, ADV, True
é, é, ser, AUX, True
muito, muito, muito, ADV, True
melhor, melhor, bom, ADJ, False
., ., ., PUNCT, False
Mas, ma, mas, CCONJ, True
não, não, não, ADV, True
se, se, se, PRON, True
pode, pode, poder, VERB, True
menosprezar, menosprezar, menosprezar, VERB, False
o, o, o, DET, True
Santos, santo, Santos, PROPN, False
., ., ., PUNCT, False
O, o, o, DET, True
clube, clube, clube, NOUN, False
tem, tem, ter, VERB, True
pouco, pouco, pouco, ADV, True
a, a, a, SCONJ, True
oferecer, oferec, oferecer, VERB, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
dá, dá, dar, VERB, True
tudo, tudo, tudo, PRON, True
que, que, que, PRON, True
pode, pode, poder, VERB, True
ao, ao, a o, ADP, True
jogador, jogador, jogador, NOUN, False
., ., ., PUNCT, False

, 
, 
