TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿A, ﻿a, ﻿A, ADP, False
história, história, história, NOUN, False
da, da, de o, ADP, True
Síria, síria, Síria, PROPN, False
moderna, moderna, moderno, ADJ, False
confunde-se, confunde-s, confunde se, VERB, False
com, com, com, ADP, True
a, a, o, DET, True
história, história, história, NOUN, False
do, do, de o, ADP, True
nacionalismo, nacionalismo, nacionalismo, NOUN, False
Baath, baath, Baath, PROPN, False
_, _, _, PUNCT, False
partido, partido, partido, NOUN, False
fundado, fundado, fundar, VERB, False
em, em, em, ADP, True
1940, 1940, 1940, NUM, False
que, que, que, PRON, True
defende, defend, defender, VERB, False
a, a, o, DET, True
formação, formação, formação, NOUN, False
de, de, de, ADP, True
uma, uma, um, DET, True
única, única, único, ADJ, False
nação, nação, nação, NOUN, False
árabe, árabe, árabe, ADJ, False
socialista, socialista, socialista, ADJ, False
e, e, e, CCONJ, True
conta, conta, contar, VERB, False
com, com, com, ADP, True
apoio, apoio, apoio, NOUN, True
entre, entr, entre, ADP, True
as, as, o, DET, True
classes, class, classe, NOUN, False
médias, média, médio, ADJ, False
urbanas, urbana, urbano, ADJ, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
O, o, o, DET, True
Baath, baath, Baath, PROPN, False
chegou, chegou, chegar, VERB, False
ao, ao, a o, ADP, True
poder, poder, poder, NOUN, True
por, por, por, ADP, True
meio, meio, meio, NOUN, True
de, de, de, ADP, True
um, um, um, DET, True
golpe, golp, golpe, NOUN, False
militar, militar, militar, ADJ, False
em, em, em, ADP, True
1963, 1963, 1963, NUM, False
,, ,, ,, PUNCT, False
depois, depoi, depois, ADV, True
da, da, de o, ADP, True
tentativa, tentativa, tentativa, NOUN, False
fracassada, fracassada, fracassar, VERB, False
de, de, de, ADP, True
criação, criação, criação, NOUN, False
da, da, de o, ADP, True
República, república, República, PROPN, False
Árabe, árabe, Árabe, PROPN, False
Unida, unida, Unida, PROPN, False
_, _, _, PUNCT, False
federação, federação, federação, NOUN, False
presidida, presidida, presidir, VERB, False
pelo, pelo, por o, ADP, True
egípcio, egípcio, egípcio, NOUN, False
Gamal, gamal, Gamal, PROPN, False
Abdel, abdel, Abdel, PROPN, False
Nasser, nasser, Nasser, PROPN, False
que, que, que, PRON, True
reuniu, reuniu, reunir, VERB, False
Egito, egito, Egito, PROPN, False
e, e, e, CCONJ, True
Síria, síria, Síria, PROPN, False
entre, entr, entre, ADP, True
os, os, o, DET, True
anos, ano, ano, NOUN, False
de, de, de, ADP, True
1958, 1958, 1958, NUM, False
e, e, e, CCONJ, True
1961, 1961, 1961, NUM, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
A, a, o, DET, True
reforma, reforma, reforma, NOUN, False
agrária, agrária, agrário, ADJ, False
e, e, e, CCONJ, True
a, a, o, DET, True
estatização, estatização, estatização, NOUN, False
de, de, de, ADP, True
diversas, diversa, diversos, DET, False
empresas, empresa, empresa, NOUN, False
minou, minou, minar, VERB, False
o, o, o, DET, True
poder, poder, poder, NOUN, True
da, da, de o, ADP, True
elite, elit, elite, NOUN, False
agrária, agrária, agrário, ADJ, False
,, ,, ,, PUNCT, False
eliminando, eliminando, eliminar, VERB, False
a, a, o, DET, True
mais, mai, mais, ADV, True
poderosa, poderosa, poderoso, ADJ, False
oposição, oposição, oposição, NOUN, False
ao, ao, a o, ADP, True
Baath, baath, Baath, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
A, a, o, DET, True
perda, perda, perda, NOUN, False
das, da, de o, ADP, True
colinas, colina, colina, NOUN, False
de, de, de, ADP, True
Golã, golã, Golã, PROPN, False
para, para, para, ADP, True
Israel, israel, Israel, PROPN, False
na, na, em o, ADP, True
Guerra, guerra, Guerra, PROPN, False
dos, do, de o, ADP, True
Seis, sei, Seis, PROPN, True
Dias, dia, Dias, PROPN, False
(, (, (, PUNCT, False
1967, 1967, 1967, NUM, False
), ), ), PUNCT, False
contribuiu, contribuiu, contribuir, VERB, False
para, para, para, ADP, True
o, o, o, DET, True
golpe, golp, golpe, NOUN, False
militar, militar, militar, ADJ, False
que, que, que, PRON, True
levou, levou, levar, VERB, False
ao, ao, a o, ADP, True
poder, poder, poder, NOUN, True
