TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
Palmeiras, palmeira, Palmeiras, PROPN, False
conseguiu, conseguiu, conseguir, VERB, False
dois, doi, dois, NUM, True
reforços, reforço, reforço, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
zagueiro, zagueiro, zagueiro, NOUN, False
Ricardo, ricardo, Ricardo, PROPN, False
acertou, acert, acertar, VERB, False
o, o, o, DET, True
seu, seu, seu, DET, True
reempréstimo, reempréstimo, reempréstimo, NOUN, False
,, ,, ,, PUNCT, False
até, até, até, ADP, True
junho, junho, junho, NOUN, False
,, ,, ,, PUNCT, False
por, por, por, ADP, True
US$, us$, US$, SYM, False
70, 70, 70, NUM, False
mil, mil, mil, NUM, True
junto, junto, junto, ADV, False
ao, ao, a o, ADP, True
América, américa, América, PROPN, False
(, (, (, PUNCT, False
MG, mg, MG, PROPN, False
), ), ), PUNCT, False
., ., ., PUNCT, False
Já, já, já, ADV, True
o, o, o, DET, True
meio-campo, meio-campo, meio-campo, NOUN, False
Flávio, flávio, Flávio, PROPN, False
Conceição, conceição, Conceição, PROPN, False
foi, foi, ser, AUX, True
contratado, contratado, contratar, VERB, False
por, por, por, ADP, True
US$, us$, US$, SYM, False
500, 500, 500, NUM, False
mil, mil, mil, NUM, True
ao, ao, a o, ADP, True
Rio, rio, Rio, PROPN, False
Branco, branco, Branco, PROPN, False
,, ,, ,, PUNCT, False
de, de, de, ADP, True
Americana, americana, Americana, PROPN, False
., ., ., PUNCT, False
A, a, o, DET, True
diretoria, diretoria, diretoria, NOUN, False
negou, negou, negar, VERB, False
que, que, que, SCONJ, True
tenha, tenha, ter, AUX, False
recebido, recebido, receber, VERB, False
uma, uma, um, DET, True
proposta, proposta, proposta, NOUN, False
do, do, de o, ADP, True
Nagoya, nagoya, Nagoya, PROPN, False
(, (, (, PUNCT, False
JAP, jap, JAP, PROPN, False
), ), ), PUNCT, False
,, ,, ,, PUNCT, False
de, de, de, ADP, True
US$, us$, US$, SYM, False
5, 5, 5, NUM, False
milhões, milhõ, milhão, NUM, False
,, ,, ,, PUNCT, False
por, por, por, ADP, True
Edílson, edílson, Edílson, PROPN, False
., ., ., PUNCT, False
", ", ", NUM, False
Me, me, Me, PRON, True
façam, façam, façam, VERB, False
uma, uma, um, DET, True
proposta, proposta, proposta, NOUN, False
oficial, ofici, oficial, ADJ, False
nestas, nesta, em este, ADP, False
cifras, cifra, cifra, NOUN, False
,, ,, ,, PUNCT, False
que, que, que, SCONJ, True
faço, faço, fazer, VERB, True
negócio, negócio, negócio, NOUN, False
", ", ", PUNCT, False
,, ,, ,, PUNCT, False
afirmou, afirm, afirmar, VERB, False
José, josé, José, PROPN, False
Carlos, carlo, Carlos, PROPN, False
Brunoro, brunoro, Brunoro, PROPN, False
,, ,, ,, PUNCT, False
diretor, diretor, diretor, NOUN, False
de, de, de, ADP, True
esportes, esport, esporte, NOUN, False
da, da, de o, ADP, True
Parmalat, parmalat, Parmalat, PROPN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
