TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
Santos, santo, Santos, PROPN, False
não, não, não, ADV, True
sabia, sabia, saber, VERB, False
com, com, com, ADP, True
qual, qual, qual, DET, True
camisa, camisa, camisa, NOUN, False
entraria, entraria, entrario, VERB, False
em, em, em, ADP, True
campo, campo, campo, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
clube, clube, clube, NOUN, False
acertou, acert, acertar, VERB, False
o, o, o, DET, True
patrocínio, patrocínio, patrocínio, NOUN, False
com, com, com, ADP, True
a, a, o, DET, True
Lozano, lozano, Lozano, PROPN, False
,, ,, ,, PUNCT, False
empresa, empresa, empresa, NOUN, False
de, de, de, ADP, True
tubos, tubo, tubo, NOUN, False
,, ,, ,, PUNCT, False
por, por, por, ADP, True
US$, us$, US$, SYM, False
50, 50, 50, NUM, False
mil, mil, mil, NUM, True
mensais, mensai, mensal, NOUN, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
temia, temia, temiar, VERB, False
uma, uma, um, DET, True
medida, medida, medida, NOUN, False
judicial, judici, judicial, ADJ, False
da, da, de o, ADP, True
Coca-Cola, coca-cola, Coca-Cola, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
patrocinou, patrocin, patrocinar, VERB, False
até, até, até, ADP, True
o, o, o, DET, True
ano, ano, ano, NOUN, False
passado, passado, passado, ADJ, False
,, ,, ,, PUNCT, False
por, por, por, ADP, True
US$, us$, US$, SYM, False
10, 10, 10, NUM, False
mil, mil, mil, NUM, True
mensais, mensai, mensal, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
acordo, acordo, acordo, NOUN, False
com, com, com, ADP, True
a, a, o, DET, True
Coca, coca, Coca, PROPN, False
foi, foi, ser, AUX, True
renovado, renovado, renovar, VERB, False
pelo, pelo, por o, ADP, True
Clube, clube, Clube, PROPN, False
dos, do, de o, ADP, True
Treze, treze, Treze, PROPN, True
,, ,, ,, PUNCT, False
grupo, grupo, grupo, NOUN, True
dos, do, de o, ADP, True
principais, principai, principal, ADJ, False
times, time, time, NOUN, False
brasileiros, brasileiro, brasileiro, ADJ, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
não, não, não, ADV, True
foi, foi, ser, AUX, True
aceito, aceito, aceitar, VERB, False
pelo, pelo, por o, ADP, True
Santos, santo, Santos, PROPN, False
., ., ., PUNCT, False
Como, como, como, SCONJ, True
não, não, não, ADV, True
houve, houv, haver, VERB, False
a, a, o, DET, True
medida, medida, medida, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
time, time, time, NOUN, False
entrou, entrou, entrar, VERB, False
com, com, com, ADP, True
o, o, o, DET, True
novo, novo, novo, ADJ, True
patrocinador, patrocinador, patrocinador, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
