TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Cordiais, ﻿cordiai, ﻿Cordial, NOUN, False
ou, ou, ou, CCONJ, True
nem, nem, nem, ADP, True
tanto, tanto, tanto, NOUN, True
., ., ., PUNCT, False
É, é, é, AUX, True
na, na, em o, ADP, True
mesma, mesma, mesmo, ADJ, False
rua, rua, rua, NOUN, False
15, 15, 15, NUM, False
de, de, de, ADP, True
Novembro, novembro, novembro, NOUN, False
que, que, que, SCONJ, True
o, o, o, DET, True
espírito, espírito, espírito, NOUN, False
curitibano, curitibano, curitibano, ADJ, False
reservou, reserv, reservar, VERB, False
um, um, um, DET, True
espaço, espaço, espaço, NOUN, False
para, para, para, ADP, True
gentilezas, gentileza, gentileza, NOUN, False
–, –, –, PUNCT, False
a, a, o, DET, True
Rua, rua, Rua, PROPN, False
das, da, de o, ADP, True
Flores, flore, Flores, PROPN, False
–, –, –, PROPN, False
e, e, e, CCONJ, True
maledicências, maledicência, maledicêncio, NOUN, False
–, –, –, PROPN, False
a, a, o, DET, True
Boca, boca, Boca, PROPN, False
Maldita, maldita, Maldita, PROPN, False
., ., ., PUNCT, False
A, a, o, DET, True
Rua, rua, Rua, PROPN, False
das, da, de o, ADP, True
Flores, flore, Flores, PROPN, False
foi, foi, ser, AUX, True
o, o, o, DET, True
primeiro, primeiro, primeiro, ADJ, True
calçadão, calçadão, calçadão, NOUN, False
do, do, de o, ADP, True
país, paí, país, NOUN, False
e, e, e, CCONJ, True
está, está, estar, AUX, True
fechada, fechada, fechado, ADJ, False
ao, ao, a o, ADP, True
trânsito, trânsito, trânsito, NOUN, False
das, da, de o, ADP, True
máquinas, máquina, máquina, NOUN, False
mortíferas, mortífera, mortífero, ADJ, False
desde, desd, desde, ADP, True
1972, 1972, 1972, NUM, False
., ., ., PUNCT, False
É, é, ser, AUX, True
um, um, um, DET, True
lugar, lugar, lugar, NOUN, True
em, em, em, ADP, True
que, que, que, DET, True
floreiras, floreira, floreira, NOUN, False
e, e, e, CCONJ, True
mesas, mesa, meso, ADJ, False
na, na, em o, ADP, True
calçada, calçada, calçada, NOUN, False
de, de, de, ADP, True
pedras, pedra, pedra, NOUN, False
", ", ", DET, False
petit, petit, petit, NOUN, False
pavê, pavê, pavê, VERB, False
", ", ", NUM, False
contribuem, contribuem, contribuem, VERB, False
para, para, para, ADP, True
a, a, o, DET, True
chamada, chamada, chamado, NOUN, False
alegria, alegria, alegrio, NOUN, False
de, de, de, SCONJ, True
viver, viver, viver, VERB, False
., ., ., PUNCT, False
Na, na, em o, ADP, True
Boca, boca, Boca, PROPN, False
Maldita, maldita, Maldita, PROPN, False
,, ,, ,, PUNCT, False
", ", ", NUM, False
subdistrito, subdistrito, subdistrito, ADJ, False
", ", ", NUM, False
da, da, de o, ADP, True
Rua, rua, Rua, PROPN, False
das, da, de o, ADP, True
Flores, flore, Flores, PROPN, False
,, ,, ,, PUNCT, False
ao, ao, a o, ADP, True
contrário, contrário, contrário, NOUN, False
,, ,, ,, PUNCT, False
vale, vale, valer, VERB, False
tudo, tudo, tudo, PRON, True
,, ,, ,, PUNCT, False
principalmente, principalment, principalmente, ADV, False
infernizar, infernizar, infernizar, VERB, False
a, a, o, DET, True
vida, vida, vida, NOUN, False
alheia, alheia, alheio, ADJ, False
., ., ., PUNCT, False
O, o, o, DET, True
lema, lema, lema, NOUN, False
,, ,, ,, PUNCT, False
pasmem, pasmem, pasmer, VERB, False
,, ,, ,, PUNCT, False
é, é, ser, AUX, True
", ", ", DET, False
nada, nada, nada, ADV, True
vejo, vejo, vejo, NOUN, False
,, ,, ,, PUNCT, False
nada, nada, nada, PRON, True
ouço, ouço, ouço, ADJ, False
,, ,, ,, PUNCT, False
nada, nada, nada, PRON, True
falo, falo, falar, VERB, False
", ", ", NUM, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
São, são, ser, AUX, True
dois, doi, dois, NUM, True
dos, do, de o, ADP, True
cenários, cenário, cenário, NOUN, False
indicados, indicado, indicar, VERB, False
pela, pela, por o, ADP, True
Linha, linha, Linha, PROPN, False
Pinhão, pinhão, pinhão, PROPN, False
no, no, em o, ADP, True
trecho, trecho, trecho, NOUN, False
que, que, que, PRON, True
vai, vai, ir, VERB, True
da, da, de o, ADP, True
Universidade, universidad, Universidade, PROPN, False
Federal, feder, Federal, PROPN, False
do, do, de o, ADP, True
Paraná, paraná, Paraná, PROPN, False
à, à, a o, ADP, True
praça, praça, praça, NOUN, False
General, gener, General, PROPN, False
Osório, osório, Osório, PROPN, False
,, ,, ,, PUNCT, False
espécie, espéci, espécie, NOUN, False
de, de, de, ADP, True
sala, sala, sala, NOUN, False
de, de, de, ADP, True
visita, visita, visita, NOUN, False
de, de, de, ADP, True
Curitiba, curitiba, Curitiba, PROPN, False
., ., ., PUNCT, False
Entre, entr, entre, ADP, True
dois, doi, dois, NUM, True
marcos, marco, marco, NOUN, False
da, da, de o, ADP, True
arquitetura, arquitetura, arquitetura, NOUN, False
local, local, local, ADJ, True
,, ,, ,, PUNCT, False
o, o, o, DET, True
majestoso, majestoso, majestoso, ADJ, False
edifício, edifício, edifício, ADJ, False
da, da, de o, ADP, True
Universidade, universidad, universidade, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
primeira, primeira, primeiro, ADJ, True
do, do, de o, ADP, True
país, paí, país, NOUN, False
,, ,, ,, PUNCT, False
e, e, e, CCONJ, True
o, o, o, DET, True
Teatro, teatro, Teatro, PROPN, False
Guaíra, guaíra, Guaíra, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
maior, maior, grande, ADJ, True
