TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿O, ﻿o, ﻿O, VERB, False
futebol, futebol, futebol, NOUN, False
americano, americano, americano, ADJ, False
define, defin, definir, VERB, False
hoje, hoje, hoje, ADV, False
e, e, e, CCONJ, True
amanhã, amanhã, amanhã, ADV, False
os, os, o, DET, True
finalistas, finalista, finalista, NOUN, False
das, da, de o, ADP, True
suas, sua, seu, DET, True
duas, dua, dois, NUM, True
conferências, conferência, conferência, NOUN, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
Americana, americana, Americana, PROPN, False
e, e, e, CCONJ, True
a, a, o, DET, True
Nacional, nacion, Nacional, PROPN, False
., ., ., PUNCT, False
Pela, pela, por o, ADP, True
Americana, americana, Americana, PROPN, False
,, ,, ,, PUNCT, False
nesta, nesta, em este, ADP, True
tarde, tard, tarde, NOUN, True
,, ,, ,, PUNCT, False
com, com, com, ADP, True
transmissão, transmissão, transmissão, NOUN, False
direta, direta, direto, ADJ, False
da, da, de o, ADP, True
Rede, rede, Rede, PROPN, False
Bandeirantes, bandeirant, Bandeirantes, PROPN, False
a, a, a, ADP, True
partir, partir, partir, NOUN, True
de, de, de, ADP, True
15h20, 15h20, 15h20, NOUN, False
,, ,, ,, PUNCT, False
se, se, se, PRON, True
defrontam, defrontam, defrontar, VERB, False
os, os, o, DET, True
Buffalo, buffalo, Buffalo, PROPN, False
Bills, bill, Bills, PROPN, False
e, e, e, CCONJ, True
os, os, o, DET, True
Los, lo, Los, PROPN, False
Angeles, angel, Angeles, PROPN, False
Raiders, raider, Raiders, PROPN, False
., ., ., PUNCT, False
Amanhã, amanhã, amanhã, ADV, False
,, ,, ,, PUNCT, False
às, às, a o, ADP, True
19h, 19h, 19h, NOUN, False
,, ,, ,, PUNCT, False
pela, pela, por o, ADP, True
TVA-ESPN, tva-espn, TVA-ESPN, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
canal, canal, canal, NOUN, False
29, 29, 29, NUM, False
,, ,, ,, PUNCT, False
se, se, se, PRON, True
