TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿Há, ﻿há, ﻿Há, ADP, False
quatro, quatro, quatro, NUM, True
anos, ano, ano, NOUN, False
ele, ele, ele, PRON, True
vinha, vinha, vir, VERB, False
se, se, se, PRON, True
mantendo, mantendo, manter, VERB, False
na, na, em o, ADP, True
lista, lista, lista, NOUN, False
dos, do, de o, ADP, True
15, 15, 15, NUM, False
melhores, melhor, bom, ADJ, False
resorts, resort, resort, NOUN, False
(, (, (, PUNCT, False
hotéis, hotéi, hotel, NOUN, False
de, de, de, ADP, True
lazer, lazer, lazer, NOUN, False
), ), ), PUNCT, False
dos, do, de o, ADP, True
Estados, estado, Estados, PROPN, False
Unidos, unido, Unidos, PROPN, False
., ., ., PUNCT, False
Em, em, em, ADP, True
1994, 1994, 1994, NUM, False
,, ,, ,, PUNCT, False
ele, ele, ele, PRON, True
se, se, se, PRON, True
superou, super, superar, VERB, False
_, _, _, PUNCT, False
foi, foi, ser, AUX, True
classificado, classificado, classificar, VERB, False
em, em, em, ADP, True
9º., 9º., 9º., NUM, False
Agora, agora, Agora, ADV, True
o, o, o, DET, True
The, the, The, PROPN, False
Phoenician, phoenician, Phoenician, PROPN, False
quer, quer, querer, VERB, True
o, o, o, DET, True
pódio, pódio, pódio, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Afinal, afin, afinal, ADV, False
,, ,, ,, PUNCT, False
a, a, o, DET, True
mesma, mesma, mesmo, ADJ, False
`, `, `, NOUN, False
`, `, `, NOUN, False
Conde, cond, Conde, PROPN, False
Nast, nast, Nast, PROPN, False
Traveler, travel, Traveler, PROPN, False
'', '', '', PROPN, False
(, (, (, PUNCT, False
revista, revista, revista, NOUN, False
norte-americana, norte-americana, norte-americano, ADJ, False
que, que, que, PRON, True
traz, traz, trazer, VERB, False
anualmente, anualment, anualmente, ADV, False
o, o, o, DET, True
ranking, rank, ranking, NOUN, False
do, do, de o, ADP, True
turismo, turismo, turismo, NOUN, False
), ), ), PUNCT, False
considerou, consider, considerar, VERB, False
o, o, o, DET, True
The, the, The, PROPN, False
Phoenician, phoenician, Phoenician, PROPN, False
o, o, o, DET, True
42º, 42º, 42º, ADJ, False
melhor, melhor, bom, ADJ, False
produto, produto, produto, NOUN, False
turístico, turístico, turístico, ADJ, False
do, do, de o, ADP, True
mundo, mundo, mundo, NOUN, False
., ., ., PUNCT, False
Nada, nada, nada, PRON, True
mal, mal, mal, ADV, True
para, para, para, ADP, True
um, um, um, NUM, True
resort, resort, resort, NOUN, False
que, que, que, PRON, True
ainda, ainda, ainda, ADV, True
vai, vai, ir, AUX, True
fazer, fazer, fazer, VERB, True
oito, oito, oito, NUM, True
anos, ano, ano, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Estrategicamente, estrategicament, estrategicamente, ADV, False
instalado, instalado, instalar, VERB, False
na, na, em o, ADP, True
base, base, base, NOUN, False
da, da, de o, ADP, True
Camelback, camelback, Camelback, PROPN, False
Mountain, mountain, Mountain, PROPN, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
Scottsdale, scottsdal, Scottsdale, PROPN, False
,, ,, ,, PUNCT, False
cidade, cidad, cidade, NOUN, False
vizinha, vizinha, vizinho, ADJ, False
a, a, a, ADP, True
Phoenix, phoenix, Phoenix, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
The, the, The, PROPN, False
Phoenician, phoenician, Phoenician, PROPN, False
é, é, ser, AUX, True
um, um, um, DET, True
oásis, oási, oásis, NOUN, False
cercado, cercado, cercar, VERB, False
de, de, de, ADP, True
cactos, cacto, cacto, NOUN, False
por, por, por, ADP, True
todos, todo, todo, DET, True
