TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿San, ﻿san, ﻿San, PROPN, False
Francisco, francisco, Francisco, PROPN, False
tem, tem, ter, VERB, True
mais, mai, mais, ADV, True
de, de, de, ADP, True
200, 200, 200, NUM, False
prédios, prédio, prédio, NOUN, False
designados, designado, designar, VERB, False
como, como, como, ADP, True
patrimônio, patrimônio, patrimônio, NOUN, False
nacional, nacion, nacional, ADJ, False
,, ,, ,, PUNCT, False
inclusive, inclus, inclusive, ADV, True
hotéis, hotéi, hotel, NOUN, False
., ., ., PUNCT, False
Um, um, um, NUM, True
de, de, de, ADP, True
seus, seu, seu, DET, True
cartões-postais, cartões-postai, cartões-postal, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
hotel, hotel, hotel, NOUN, False
Westin, westin, Westin, PROPN, False
St, st, St, PROPN, False
., ., ., PROPN, False
Francis, franci, Francis, PROPN, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
Union, union, Union, PROPN, False
Square, squar, Square, PROPN, False
,, ,, ,, PUNCT, False
faz, faz, fazer, VERB, True
90, 90, 90, NUM, False
anos, ano, ano, NOUN, False
no, no, em o, ADP, True
dia, dia, dia, NOUN, False
21, 21, 21, NUM, False
de, de, de, ADP, True
março, março, março, NOUN, False
e, e, e, CCONJ, True
já, já, já, ADV, True
hospedou, hosped, hospedar, VERB, False
cabeças, cabeça, cabeça, NOUN, False
coroadas, coroada, coroado, ADJ, False
(, (, (, PUNCT, False
Elizabeth, elizabeth, Elizabeth, PROPN, False
2.ª, 2.ª, 2.ª, PROPN, False
,, ,, ,, PUNCT, False
Juan, juan, Juan, PROPN, False
Carlos, carlo, Carlos, PROPN, False
,, ,, ,, PUNCT, False
Hiroíto, hiroíto, Hiroíto, PROPN, False
e, e, e, CCONJ, True
Grace, grace, Grace, PROPN, False
Kelly, kelli, Kelly, PROPN, False
), ), ), PUNCT, False
e, e, e, CCONJ, True
presidentes, president, presidente, NOUN, False
(, (, (, PUNCT, False
Roosevelt, roosevelt, Roosevelt, PROPN, False
,, ,, ,, PUNCT, False
Eisenhower, eisenhow, Eisenhower, PROPN, False
,, ,, ,, PUNCT, False
Nixon, nixon, Nixon, PROPN, False
,, ,, ,, PUNCT, False
Ford, ford, Ford, PROPN, False
,, ,, ,, PUNCT, False
Reagan, reagan, Reagan, PROPN, False
,, ,, ,, PUNCT, False
Bush, bush, Bush, PROPN, False
e, e, e, CCONJ, True
Clinton, clinton, Clinton, PROPN, False
), ), ), PUNCT, False
., ., ., PUNCT, False
Mesmo, mesmo, mesmo, ADV, True
sem, sem, sem, ADP, True
cetro, cetro, cetro, NOUN, False
ou, ou, ou, CCONJ, True
faixa, faixa, faixa, NOUN, False
presidencial, presidenci, presidencial, ADJ, False
,, ,, ,, PUNCT, False
visite, visit, visitir, VERB, False
o, o, o, DET, True
hotel, hotel, hotel, NOUN, False
., ., ., PUNCT, False
No, no, em o, ADP, True
térreo, térreo, térreo, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
Dewey, dewey, Dewey, PROPN, False
's, 's, 's, PROPN, False
Pub, pub, Pub, PROPN, False
foi, foi, ser, AUX, True
frequentado, frequentado, frequentar, VERB, False
por, por, por, ADP, True
Ernest, ernest, Ernest, PROPN, False
Hemingway, hemingway, Hemingway, PROPN, False
e, e, e, CCONJ, True
Al, al, Al, PROPN, False
Jolson, jolson, Jolson, PROPN, False
., ., ., PUNCT, False
As, as, o, DET, True
diárias, diária, diária, NOUN, False
custam, custam, custar, VERB, False
US$, us$, US$, SYM, False
150, 150, 150, NUM, False
(, (, (, PUNCT, False
CR$, cr$, CR$, SYM, False
55,5, 55,5, 55,5, NUM, False
mil, mil, mil, NUM, True
), ), ), PUNCT, False
para, para, para, ADP, True
solteiros, solteiro, solteiro, NOUN, False
e, e, e, CCONJ, True
US$, us$, US$, SYM, False
180, 180, 180, NUM, False
(, (, (, PUNCT, False
CR$, cr$, CR$, SYM, False
66,6, 66,6, 66,6, NUM, False
mil, mil, mil, NUM, True
), ), ), PUNCT, False
para, para, para, ADP, True
casais, casai, casal, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Ainda, ainda, ainda, ADV, True
em, em, em, ADP, True
Union, union, Union, PROPN, False
Square, squar, Square, PROPN, False
,, ,, ,, PUNCT, False
há, há, haver, VERB, False
o, o, o, DET, True
Grand, grand, Grand, PROPN, False
