TOKEN, STEMMING, LEMMA, POS, IS_STOP_WORD 
﻿No, ﻿no, ﻿No, NOUN, False
primeiro, primeiro, primeiro, ADJ, True
domingo, domingo, domingo, NOUN, False
de, de, de, ADP, True
futebol, futebol, futebol, NOUN, False
paulista, paulista, paulista, ADJ, False
,, ,, ,, PUNCT, False
não, não, não, ADV, True
temos, temo, ter, VERB, True
em, em, em, ADP, True
campo, campo, campo, NOUN, False
o, o, o, DET, True
campeão, campeão, campeão, NOUN, False
Palmeiras, palmeira, Palmeiras, PROPN, False
., ., ., PUNCT, False
Espertamente, espertament, espertamente, ADV, False
,, ,, ,, PUNCT, False
seus, seu, seu, DET, True
dirigentes, dirigent, dirigente, NOUN, False
conseguiram, conseguiram, conseguir, VERB, False
espichar, espichar, espichar, VERB, False
um, um, um, DET, True
pouco, pouco, pouco, ADV, True
mais, mai, mais, ADV, True
o, o, o, DET, True
tempo, tempo, tempo, NOUN, True
de, de, de, ADP, True
preparação, preparação, preparação, NOUN, False
da, da, de o, ADP, True
equipe, equip, equipe, NOUN, False
,, ,, ,, PUNCT, False
ampliando, ampliando, ampliar, VERB, False
,, ,, ,, PUNCT, False
também, também, também, ADV, True
,, ,, ,, PUNCT, False
a, a, o, DET, True
margem, margem, margem, NOUN, False
de, de, de, ADP, True
possibilidade, possibilidad, possibilidade, NOUN, False
de, de, de, ADP, True
renovação, renovação, renovação, NOUN, False
dos, do, de o, ADP, True
contratos, contrato, contrato, NOUN, False
de, de, de, ADP, True
algumas, alguma, algum, PRON, True
de, de, de, ADP, True
suas, sua, seu, DET, True
principais, principai, principal, ADJ, False
estrelas, estrela, estrela, NOUN, False
., ., ., PUNCT, False
O, o, o, DET, True
argumento, argumento, argumento, NOUN, False
é, é, ser, AUX, True
de, de, de, SCONJ, True
que, que, que, SCONJ, True
,, ,, ,, PUNCT, False
enquanto, enquanto, enquanto, ADV, True
os, os, o, DET, True
outros, outro, outro, PRON, True
já, já, já, ADV, True
gozavam, gozavam, gozar, VERB, False
os, os, o, DET, True
primeiros, primeiro, primeiro, ADJ, False
dias, dia, dia, NOUN, False
de, de, de, ADP, True
férias, féria, férias, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
Palmeiras, palmeira, Palmeiras, PROPN, False
disputava, disputava, disputar, VERB, False
o, o, o, DET, True
título, título, título, NOUN, False
brasileiro, brasileiro, brasileiro, ADJ, False
,, ,, ,, PUNCT, False
em, em, em, ADP, True
nome, nome, nome, NOUN, False
do, do, de o, ADP, True
futebol, futebol, futebol, NOUN, False
paulista, paulista, paulista, ADJ, False
., ., ., PUNCT, False
Nada, nada, nada, PRON, True
mais, mai, mais, ADV, True
justo, justo, justo, ADJ, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Pode, pode, poder, VERB, True
até, até, até, ADV, True
ser, ser, ser, VERB, True
que, que, que, SCONJ, True
o, o, o, DET, True
Palmeiras, palmeira, Palmeiras, PROPN, False
não, não, não, ADV, True
consiga, consiga, consigar, VERB, False
iniciar, iniciar, iniciar, VERB, True
sua, sua, seu, DET, True
caminhada, caminhada, caminhada, NOUN, False
em, em, em, ADP, True
direção, direção, direção, NOUN, False
ao, ao, a o, ADP, True
bi, bi, bi, NOUN, False
com, com, com, ADP, True
sua, sua, seu, DET, True
constelação, constelação, constelação, NOUN, False
completa, completa, completo, ADJ, False
., ., ., PUNCT, False
Nem, nem, nem, ADV, True
se, se, se, PRON, True
espere, esper, esperar, VERB, False
que, que, que, SCONJ, True
já, já, já, ADV, True
comece, comec, começar, VERB, False
em, em, em, ADP, True
ponto, ponto, ponto, NOUN, True
de, de, de, ADP, True
bala, bala, bala, NOUN, False
,, ,, ,, PUNCT, False
o, o, o, PRON, True
que, que, que, PRON, True
,, ,, ,, PUNCT, False
aliás, aliá, aliás, ADV, False
,, ,, ,, PUNCT, False
seria, seria, ser, AUX, True
arriscado, arriscado, arriscar, VERB, False
,, ,, ,, PUNCT, False
além, além, além, ADV, True
de, de, de, ADP, True
quase, quas, quase, ADV, False
impossível, impossível, impossível, ADJ, False
., ., ., PUNCT, False
Mas, ma, mas, CCONJ, True
bastará, bastará, bastar, VERB, False
colocar, colocar, colocar, VERB, False
em, em, em, ADP, True
campo, campo, campo, NOUN, False
metade, metad, metade, NOUN, False
daquele, daquel, de aquele, ADP, True
time, time, time, NOUN, False
,, ,, ,, PUNCT, False
mais, mai, mais, ADV, True
Rincón, rincón, Rincón, PROPN, False
,, ,, ,, PUNCT, False
que, que, que, PRON, True
já, já, já, ADV, True
é, é, ser, AUX, True
favorito, favorito, favorito, ADJ, False
na, na, em o, ADP, True
estréia, estréia, estréia, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Aliás, aliá, aliás, ADV, False
,, ,, ,, PUNCT, False
por, por, por, SCONJ, True
falar, falar, falar, VERB, False
em, em, em, ADP, True
Rincón, rincón, Rincón, PROPN, False
,, ,, ,, PUNCT, False
o, o, o, DET, True
técnico, técnico, técnico, NOUN, False
Luxemburgo, luxemburgo, Luxemburgo, PROPN, False
já, já, já, ADV, True
avisou, avis, avisar, VERB, False
que, que, que, SCONJ, True
o, o, o, DET, True
colombiano, colombiano, colombiano, NOUN, False
será, será, ser, AUX, False
seu, seu, seu, DET, True
reserva, reserva, reserva, NOUN, False
de, de, de, ADP, True
luxo, luxo, luxo, NOUN, False
., ., ., PUNCT, False
Se, se, se, SCONJ, True
assim, assim, assim, ADV, True
for, for, ser, AUX, True
,, ,, ,, PUNCT, False
será, será, ser, AUX, False
uma, uma, um, DET, True
arma, arma, arma, NOUN, False
letal, letal, letal, ADJ, False
apontada, apontada, apontar, VERB, False
para, para, para, ADP, True
a, a, o, DET, True
cabeça, cabeça, cabeça, NOUN, False
de, de, de, ADP, True
todos, todo, todo, DET, True
os, os, o, DET, True
adversários, adversário, adversário, NOUN, False
., ., ., PUNCT, False
Já, já, já, ADV, True
pensaram, pensaram, pensar, VERB, False
naquele, naquel, em aquele, PRON, True
negrão, negrão, negr, VERB, False
disparando, disparando, disparar, VERB, False
sobre, sobr, sobre, ADP, True
inimigos, inimigo, inimigo, NOUN, False
já, já, já, ADV, True
cansados, cansado, cansar, VERB, False
no, no, em o, ADP, True
segundo, segundo, segundo, ADJ, True
tempo, tempo, tempo, NOUN, True
?, ?, ?, PUNCT, False

, 
, 
, SPACE, False
Contudo, contudo, contudo, ADV, True
,, ,, ,, PUNCT, False
eu, eu, eu, PRON, True
arriscaria, arriscaria, arriscar, VERB, False
uma, uma, um, DET, True
jogada, jogada, jogada, NOUN, False
:, :, :, PUNCT, False
a, a, o, DET, True
passagem, passagem, passagem, NOUN, False
de, de, de, ADP, True
Mazinho, mazinho, Mazinho, PROPN, False
para, para, para, ADP, True
a, a, o, DET, True
lateral-direita, lateral-direita, lateral-direita, NOUN, False
,, ,, ,, PUNCT, False
com, com, com, ADP, True
a, a, o, DET, True
natural, natur, natural, ADJ, False
entrada, entrada, entrada, NOUN, False
de, de, de, ADP, True
Rincón, rincón, Rincón, PROPN, False
pelo, pelo, por o, ADP, True
meio, meio, meio, NOUN, True
., ., ., PUNCT, False
Claro, claro, claro, ADV, False
que, que, que, SCONJ, True
o, o, o, DET, True
Palmeiras, palmeira, Palmeiras, PROPN, False
perderia, perderia, perder, VERB, False
em, em, em, ADP, True
reflexão, reflexão, reflexão, NOUN, False
e, e, e, CCONJ, True
segurança, segurança, segurança, NOUN, False
no, no, em o, ADP, True
meio-campo, meio-campo, meio-campo, NOUN, False
,, ,, ,, PUNCT, False
mas, ma, mas, CCONJ, True
ganharia, ganharia, ganhar, VERB, False
em, em, em, ADP, True
agressividade, agressividad, agressividade, NOUN, False
e, e, e, CCONJ, True
rapidez, rapidez, rapidez, NOUN, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
Num, num, em um, ADP, True
momento, momento, momento, NOUN, True
qualquer, qualquer, qualquer, DET, True
deste, dest, de este, ADP, True
campeonato, campeonato, campeonato, NOUN, False
,, ,, ,, PUNCT, False
isso, isso, isso, PRON, True
irá, irá, ir, AUX, True
acontecer, acontec, acontecer, VERB, False
., ., ., PUNCT, False
Aí, aí, aí, ADV, True
vai, vai, ir, AUX, True
ser, ser, ser, AUX, True
uma, uma, um, DET, True
festa, festa, festa, NOUN, False
verde, verd, verde, ADJ, False
,, ,, ,, PUNCT, False
aos, ao, a o, ADP, True
compassos, compasso, compasso, NOUN, False
da, da, de o, ADP, True
mais, mai, mais, ADV, True
viva, viva, vivo, ADJ, False
tarantella, tarantella, tarantello, ADJ, False
., ., ., PUNCT, False

, 
, 
, SPACE, False
*, *, *, PUNCT, False

, 
, 
, SPACE, False
O, o, o, DET, True
outro, outro, outro, DET, False
supercampeão, supercampeão, supercampeão, NOUN, False
,, ,, ,, PUNCT, False
porém, porém, porém, CCONJ, True
,, ,, ,, PUNCT, False
entra, entra, entrar, VERB, False
em, em, em, ADP, True
campo, campo, campo, NOUN, False
neste, nest, em este, ADP, True
domingo, domingo, domingo, NOUN, False
,, ,, ,, PUNCT, False
para, para, para, SCONJ, True
enfrentar, enfrentar, enfrentar, VERB, False
o, o, o, DET, True
Santo, santo, Santo, PROPN, False
